Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
F,Ship,5.0,4,234,3.0,high,2.0,4269.0,0
F,Road,5.0,4,267,5.0,high,9.0,1017.0,0
C,Ship,4.0,3,217,3.0,medium,7.0,4723.0,1
C,Ship,4.0,2,220,,high,9.0,5896.0,0
D,Ship,3.0,4,266,2.0,medium,38.0,,1
A,Ship,5.0,1,233,3.0,high,,5289.0,0
A,Ship,3.0,3,251,2.0,high,,,0
C,Road,5.0,1,219,6.0,high,2.0,1650.0,1
F,Ship,,1,255,3.0,medium,,5715.0,0
A,Road,4.0,4,249,6.0,high,,1398.0,1
D,Ship,5.0,3,209,2.0,low,49.0,2581.0,1
B,Ship,3.0,3,178,3.0,high,3.0,5396.0,1
F,Ship,3.0,3,201,6.0,medium,,4984.0,0
F,Ship,6.0,5,255,4.0,high,,1218.0,1
B,Ship,,2,158,4.0,high,,1758.0,1
F,Road,2.0,4,242,3.0,medium,,4898.0,0
F,Ship,5.0,4,149,,medium,,1811.0,1
D,Flight,,4,296,4.0,high,,1033.0,0
B,Ship,3.0,5,206,3.0,medium,6.0,5618.0,0
F,Flight,4.0,2,257,2.0,low,3.0,4108.0,1
B,Ship,2.0,2,157,3.0,medium,9.0,4547.0,1
C,Ship,5.0,5,268,5.0,medium,10.0,1906.0,0
F,Flight,2.0,3,263,3.0,medium,10.0,4779.0,0
B,Ship,3.0,4,231,,medium,,5910.0,1
F,Road,3.0,2,247,2.0,medium,,3189.0,1
B,Ship,6.0,4,257,6.0,high,,4265.0,0
D,Road,5.0,3,243,6.0,high,,1856.0,0
F,Ship,5.0,1,180,,high,,1204.0,1
F,Road,3.0,2,252,3.0,medium,,4507.0,0
A,Ship,3.0,4,203,,medium,,5543.0,0
A,?,2.0,1,255,3.0,medium,1.0,5929.0,0
F,Ship,4.0,2,246,3.0,high,1.0,5815.0,1
F,Ship,,1,254,5.0,medium,,1880.0,1
F,Ship,3.0,1,204,10.0,medium,5.0,5375.0,0
F,?,4.0,4,225,5.0,high,1.0,1476.0,1
F,Ship,,3,144,2.0,high,6.0,5994.0,1
F,Ship,3.0,4,261,2.0,high,,5844.0,0
A,Flight,4.0,1,233,2.0,high,7.0,4403.0,1
A,Ship,4.0,5,155,4.0,low,,1408.0,1
C,Road,4.0,5,197,3.0,?,,,1
C,Ship,4.0,5,246,6.0,high,1.0,1400.0,1
D,Ship,4.0,5,226,2.0,high,,4706.0,1
D,Ship,4.0,1,159,3.0,medium,13.0,1445.0,1
B,Ship,,3,108,6.0,high,22.0,1745.0,1
F,Ship,2.0,5,167,3.0,medium,8.0,4605.0,0
A,Ship,5.0,3,191,3.0,low,6.0,4244.0,0
C,Flight,5.0,4,248,3.0,high,,5335.0,1
B,Ship,3.0,5,268,2.0,medium,,5895.0,0
C,Ship,,5,188,,medium,3.0,4033.0,0
F,Road,4.0,4,197,,high,,4793.0,0
C,Road,,1,250,3.0,high,,5621.0,1
D,Ship,3.0,3,185,3.0,medium,,4111.0,1
C,Ship,4.0,1,265,6.0,high,2.0,1629.0,1
D,Ship,3.0,2,146,,high,,1790.0,1
A,Ship,5.0,2,215,,medium,,5195.0,1
A,Ship,4.0,5,223,5.0,medium,,1579.0,1
F,Ship,3.0,1,192,3.0,high,9.0,5004.0,0
C,Ship,4.0,3,249,3.0,high,4.0,4811.0,0
D,Ship,6.0,3,244,5.0,medium,,1847.0,1
D,Ship,,5,191,,medium,,3890.0,1
D,Flight,,3,233,5.0,high,2.0,1079.0,0
F,Ship,,3,188,3.0,medium,,3191.0,1
F,Road,5.0,3,138,2.0,high,,1056.0,1
F,Ship,3.0,3,147,,medium,7.0,5822.0,0
B,Flight,,2,267,5.0,high,,1876.0,0
A,Ship,4.0,3,149,3.0,medium,,1448.0,1
C,Ship,,5,261,8.0,medium,,2103.0,1
C,Ship,2.0,3,257,,high,1.0,5331.0,1
A,Ship,4.0,1,202,3.0,high,,4788.0,0
A,Road,3.0,1,201,2.0,medium,,4857.0,1
D,Road,4.0,2,164,,high,7.0,1116.0,0
F,Ship,3.0,2,229,6.0,medium,3.0,5689.0,1
F,?,6.0,4,136,3.0,high,,1187.0,0
D,Ship,,2,200,3.0,high,,3642.0,1
A,Road,6.0,1,278,4.0,medium,6.0,,0
B,Flight,,4,179,2.0,medium,5.0,1340.0,0
F,Flight,4.0,4,249,3.0,medium,,5809.0,1
A,Ship,5.0,3,244,3.0,high,,3118.0,1
C,Ship,4.0,4,241,3.0,high,8.0,5206.0,1
F,Ship,4.0,1,140,2.0,high,,4926.0,0
A,Flight,,1,164,5.0,high,,1886.0,0
F,Ship,4.0,3,195,2.0,high,,4576.0,0
A,Flight,,5,248,5.0,medium,,1881.0,1
D,Ship,7.0,3,305,4.0,medium,3.0,,1
D,Ship,6.0,4,300,4.0,high,,1301.0,1
D,Flight,6.0,1,154,5.0,medium,19.0,1842.0,1
B,Ship,4.0,4,146,3.0,high,3.0,5225.0,1
D,Ship,4.0,5,238,10.0,medium,38.0,3556.0,1
F,Ship,,3,194,3.0,medium,6.0,5721.0,1
D,Ship,3.0,1,133,3.0,high,,,0
A,Road,,2,214,2.0,low,7.0,4938.0,0
F,Ship,,4,233,2.0,medium,6.0,4758.0,0
D,Ship,3.0,2,275,2.0,high,,5393.0,1
C,Ship,4.0,4,219,2.0,medium,,4604.0,0
C,Flight,6.0,4,299,4.0,medium,,1036.0,1
D,Ship,4.0,4,267,4.0,high,8.0,5219.0,1
B,Ship,3.0,1,171,3.0,medium,28.0,1075.0,1
F,Ship,,4,232,5.0,medium,,1861.0,0
C,Flight,3.0,2,227,3.0,low,,4167.0,1
F,Flight,,1,174,10.0,medium,7.0,4287.0,0
F,Ship,5.0,3,246,5.0,medium,,1257.0,1
F,Ship,5.0,5,185,3.0,high,5.0,4520.0,1
D,Ship,4.0,1,261,4.0,medium,6.0,4888.0,0
F,Ship,2.0,1,206,2.0,high,7.0,4721.0,0
D,Road,4.0,4,258,,medium,8.0,5069.0,0
F,Ship,3.0,3,212,3.0,medium,10.0,5724.0,1
F,Ship,3.0,4,124,4.0,medium,10.0,5011.0,0
C,Flight,3.0,1,156,3.0,medium,,,1
F,Flight,4.0,1,210,2.0,medium,,3405.0,1
C,Ship,3.0,1,256,4.0,medium,3.0,4398.0,1
C,Ship,,5,256,4.0,high,,1033.0,1
D,Ship,2.0,1,197,,high,5.0,,0
F,?,4.0,1,169,2.0,high,2.0,5702.0,1
B,Flight,3.0,3,231,2.0,high,46.0,2962.0,1
A,Ship,5.0,3,263,2.0,high,,4474.0,1
A,Ship,3.0,2,182,3.0,high,54.0,3972.0,1
A,Road,3.0,2,179,3.0,medium,9.0,5224.0,1
D,Ship,4.0,4,263,3.0,medium,1.0,5283.0,1
D,Ship,3.0,4,254,2.0,medium,,5957.0,0
D,Ship,4.0,1,133,4.0,high,,,0
B,Road,,2,161,4.0,high,,1377.0,0
D,Flight,4.0,2,230,,medium,,3602.0,1
D,Ship,,4,169,2.0,high,,1242.0,1
D,Ship,2.0,4,252,4.0,medium,,4787.0,0
D,Road,5.0,5,154,3.0,medium,,1389.0,1
D,Ship,4.0,3,257,3.0,high,2.0,5198.0,1
F,Ship,4.0,4,135,2.0,high,10.0,4508.0,1
B,Ship,3.0,4,222,6.0,?,,4579.0,1
F,Ship,5.0,4,135,2.0,medium,20.0,1908.0,1
B,Ship,3.0,2,207,3.0,medium,1.0,4369.0,0
A,Ship,5.0,5,145,2.0,medium,,1834.0,1
F,Flight,3.0,5,261,3.0,high,,4224.0,1
B,Ship,4.0,2,173,3.0,medium,63.0,1220.0,1
F,Flight,5.0,3,171,2.0,medium,1.0,5385.0,1
C,Ship,4.0,3,229,,medium,8.0,5868.0,0
A,Ship,3.0,4,187,,medium,4.0,5139.0,1
B,Ship,,2,261,2.0,medium,7.0,5764.0,0
A,Ship,4.0,4,252,6.0,medium,44.0,2676.0,1
B,Ship,3.0,3,179,2.0,high,60.0,1808.0,1
D,Flight,3.0,2,181,3.0,medium,,3786.0,1
F,?,3.0,1,249,2.0,medium,9.0,,1
C,Flight,3.0,4,138,2.0,medium,,4837.0,0
A,?,,3,139,3.0,high,64.0,1814.0,1
F,Flight,4.0,4,212,3.0,high,21.0,3307.0,1
C,Road,3.0,5,189,,high,,2203.0,1
F,Ship,5.0,4,222,6.0,high,9.0,1003.0,0
B,Ship,4.0,1,284,4.0,high,4.0,4795.0,1
C,Ship,3.0,4,205,8.0,medium,5.0,4869.0,1
B,Ship,6.0,3,137,,high,6.0,5992.0,1
F,Ship,,3,242,5.0,medium,,1820.0,0
B,Road,,1,238,3.0,high,,3832.0,1
F,Ship,3.0,2,98,,medium,,1057.0,1
B,Ship,3.0,3,239,3.0,medium,7.0,4942.0,0
F,Ship,4.0,5,201,2.0,low,,4657.0,0
C,Road,2.0,5,216,3.0,medium,,5098.0,0
F,Flight,6.0,5,308,4.0,high,7.0,1078.0,0
B,Ship,3.0,2,173,2.0,high,,5492.0,0
D,Ship,3.0,2,206,2.0,medium,,2822.0,1
A,Ship,3.0,3,168,3.0,medium,,1008.0,1
C,Ship,,3,135,5.0,high,20.0,1266.0,1
F,Road,3.0,1,177,2.0,high,,1099.0,1
B,Ship,,3,176,5.0,high,,,1
F,Ship,3.0,1,157,2.0,medium,39.0,1525.0,1
C,Ship,3.0,1,193,3.0,medium,,5154.0,0
A,Ship,5.0,4,223,5.0,high,,1400.0,0
A,Ship,3.0,4,209,2.0,high,,2935.0,1
C,Ship,3.0,1,170,3.0,low,6.0,5750.0,0
A,Flight,,1,222,3.0,medium,8.0,4650.0,1
C,Ship,4.0,3,186,2.0,medium,,2805.0,1
C,Flight,4.0,4,269,,low,3.0,4488.0,0
A,Ship,4.0,4,228,5.0,high,1.0,1788.0,1
F,Ship,4.0,2,159,3.0,high,,4985.0,1
F,Ship,5.0,5,152,6.0,medium,2.0,4915.0,1
C,Ship,6.0,4,272,,high,4.0,4098.0,0
C,Ship,5.0,5,248,3.0,medium,9.0,3873.0,1
F,Road,4.0,5,248,,high,,5310.0,1
B,Ship,3.0,2,274,2.0,low,2.0,5029.0,0
B,Ship,,2,210,3.0,medium,10.0,4324.0,1
D,Ship,3.0,5,194,3.0,medium,10.0,2277.0,1
A,Ship,4.0,1,243,,medium,10.0,5832.0,0
C,Ship,3.0,4,242,3.0,high,29.0,2381.0,1
B,Road,4.0,4,218,2.0,medium,,5692.0,1
B,Ship,3.0,2,221,2.0,medium,9.0,4466.0,0
C,Ship,3.0,2,167,2.0,high,,1010.0,1
B,Ship,,4,250,3.0,high,,5565.0,0
C,Ship,4.0,3,165,3.0,high,4.0,,1
C,Road,3.0,2,168,,high,15.0,1862.0,1
F,Road,,2,239,3.0,high,47.0,,1
B,?,5.0,5,166,2.0,low,2.0,4562.0,1
F,Ship,,4,271,4.0,medium,16.0,2693.0,1
C,Ship,3.0,1,219,2.0,medium,,4390.0,1
F,Ship,3.0,2,168,3.0,medium,10.0,4979.0,1
C,Road,,5,226,3.0,medium,5.0,3914.0,1
A,Ship,4.0,5,135,,medium,,4515.0,0
B,Ship,5.0,2,157,3.0,high,,,1
C,Road,3.0,3,150,4.0,medium,1.0,4662.0,0
F,Road,3.0,2,231,3.0,high,56.0,,1
F,Ship,4.0,3,260,3.0,high,,5540.0,0
F,Flight,4.0,3,245,5.0,high,4.0,,0
B,Flight,4.0,1,167,3.0,high,42.0,1197.0,1
A,Road,3.0,3,157,,high,6.0,5187.0,0
D,Road,3.0,5,253,2.0,medium,,5846.0,0
D,Ship,3.0,2,231,3.0,high,55.0,3952.0,1
F,Road,5.0,1,251,6.0,high,3.0,1562.0,0
B,Road,5.0,2,223,5.0,medium,,1484.0,1
A,Road,5.0,3,216,10.0,medium,4.0,4409.0,1
A,Flight,4.0,2,237,6.0,high,,5695.0,0
A,Ship,5.0,2,239,5.0,high,,1518.0,1
C,Ship,2.0,4,134,3.0,high,,1067.0,1
F,Road,5.0,3,229,5.0,?,10.0,1951.0,0
F,Ship,4.0,2,142,2.0,high,,5326.0,0
A,Ship,4.0,3,134,4.0,high,5.0,4507.0,1
F,Ship,2.0,4,107,,low,,4451.0,1
B,Road,6.0,5,141,3.0,medium,,,0
B,?,5.0,1,130,4.0,low,,4946.0,1
B,Ship,,3,259,3.0,low,,3761.0,1
B,Road,5.0,2,137,3.0,medium,,1023.0,1
D,Ship,3.0,4,249,3.0,low,,5629.0,1
D,Ship,4.0,3,202,3.0,medium,2.0,3962.0,1
D,Ship,3.0,2,279,,medium,1.0,5855.0,0
F,Road,,1,163,4.0,low,3.0,4031.0,1
F,Ship,4.0,3,257,3.0,high,,4447.0,1
D,Flight,5.0,3,269,5.0,?,3.0,1667.0,1
A,Flight,4.0,2,258,5.0,medium,,1494.0,0
C,Road,6.0,4,294,4.0,medium,,1174.0,0
B,Ship,3.0,3,132,2.0,medium,8.0,5810.0,1
F,Flight,4.0,5,260,3.0,low,10.0,4919.0,0
B,Ship,5.0,4,223,,medium,7.0,5738.0,0
C,?,,1,170,3.0,low,58.0,1651.0,1
A,?,,5,98,2.0,medium,2.0,4125.0,1
A,Ship,,2,305,4.0,high,8.0,,0
F,Ship,4.0,5,217,3.0,high,,4848.0,1
F,Ship,,3,133,5.0,high,,1783.0,1
B,Road,4.0,3,232,2.0,high,,5398.0,0
F,Ship,3.0,2,189,2.0,medium,4.0,4160.0,0
F,Ship,4.0,4,255,,high,5.0,1708.0,1
C,Ship,5.0,1,248,3.0,high,,3830.0,1
F,Ship,,4,143,6.0,medium,,5514.0,0
F,?,4.0,1,225,2.0,medium,,5714.0,1
A,Ship,3.0,5,143,,high,10.0,5021.0,0
C,Ship,5.0,1,126,5.0,medium,,5659.0,1
B,Flight,5.0,2,232,3.0,high,,5607.0,1
B,Flight,,1,234,6.0,high,7.0,1711.0,0
A,Ship,5.0,4,177,2.0,high,,1735.0,1
B,Ship,,2,265,4.0,medium,10.0,4575.0,1
F,Ship,4.0,2,201,3.0,medium,,5616.0,1
F,Ship,5.0,3,245,5.0,high,,1605.0,0
A,Ship,4.0,1,147,3.0,high,,1434.0,1
C,Ship,3.0,4,188,3.0,medium,,3221.0,1
D,Flight,6.0,4,305,4.0,high,,1172.0,1
F,Ship,3.0,2,243,4.0,medium,5.0,4670.0,1
B,Road,5.0,4,260,3.0,high,8.0,4535.0,0
D,Ship,,5,137,3.0,medium,1.0,4861.0,0
A,Ship,5.0,3,231,3.0,medium,,4735.0,0
A,Ship,4.0,2,180,3.0,medium,,4417.0,0
F,Ship,,3,266,7.0,high,2.0,,1
B,Road,3.0,2,239,2.0,high,3.0,5099.0,1
A,Ship,3.0,2,226,2.0,high,10.0,4254.0,0
B,Road,3.0,4,206,3.0,medium,,5915.0,0
F,?,5.0,4,221,6.0,medium,,1944.0,0
C,Road,3.0,5,223,7.0,low,,4178.0,1
C,Ship,4.0,4,246,2.0,high,11.0,2282.0,1
A,?,,3,233,3.0,medium,,5259.0,0
C,Ship,,2,243,2.0,medium,,2758.0,1
C,Flight,4.0,3,150,3.0,low,2.0,4383.0,0
C,Ship,,1,240,5.0,medium,5.0,4144.0,0
D,Ship,6.0,1,245,4.0,high,,1606.0,0
B,Flight,,3,261,6.0,high,6.0,5068.0,0
F,Ship,6.0,1,168,,low,,1601.0,1
A,Flight,,5,265,2.0,medium,,5135.0,1
F,Flight,4.0,5,275,6.0,medium,10.0,1400.0,1
C,Ship,3.0,2,215,,low,,4673.0,1
B,Ship,4.0,5,227,10.0,high,7.0,4403.0,0
F,Ship,6.0,5,261,5.0,high,,5442.0,0
F,Ship,4.0,3,218,5.0,high,,4823.0,1
F,Ship,5.0,3,145,2.0,medium,,1965.0,1
B,Ship,,1,266,5.0,high,,5459.0,0
F,Ship,5.0,3,156,4.0,medium,,5868.0,0
D,Ship,3.0,1,294,4.0,high,25.0,1498.0,1
F,Ship,4.0,4,224,2.0,low,31.0,2084.0,1
A,Road,,1,146,5.0,high,,1737.0,0
F,Ship,4.0,3,153,3.0,medium,,5748.0,0
F,Ship,,4,248,3.0,medium,,4932.0,0
F,Flight,7.0,3,285,4.0,high,,1935.0,1
A,Flight,5.0,2,260,2.0,medium,23.0,3962.0,1
F,Ship,4.0,5,189,,medium,3.0,5193.0,0
F,Ship,3.0,3,259,8.0,low,,5939.0,0
C,Ship,3.0,5,180,4.0,medium,,1481.0,1
A,Ship,3.0,3,223,,medium,,5062.0,1
D,Ship,,1,155,3.0,medium,,1022.0,1
C,Road,5.0,5,174,3.0,low,9.0,5969.0,1
F,Ship,5.0,1,271,5.0,high,,1869.0,1
B,Road,7.0,5,287,,high,8.0,1748.0,0
D,Ship,,2,220,3.0,low,39.0,2459.0,1
F,Ship,4.0,2,222,3.0,low,,5337.0,0
A,Ship,,2,254,5.0,low,,1491.0,1
A,Flight,,1,220,3.0,medium,7.0,4552.0,1
A,Ship,2.0,3,139,3.0,high,,1471.0,1
F,Ship,3.0,5,174,2.0,high,4.0,5692.0,0
C,Flight,4.0,1,265,3.0,medium,3.0,5177.0,0
A,Ship,6.0,3,305,4.0,high,3.0,1276.0,0
C,?,6.0,3,258,4.0,medium,9.0,1924.0,0
F,Road,4.0,1,272,,low,1.0,5597.0,0
C,?,5.0,5,135,3.0,medium,2.0,5849.0,1
B,Road,4.0,5,268,3.0,medium,9.0,5521.0,1
D,Ship,,3,250,,high,,2064.0,1
B,Road,3.0,2,268,2.0,high,20.0,2731.0,1
D,?,4.0,3,209,,medium,57.0,3741.0,1
D,Ship,4.0,4,199,2.0,medium,25.0,3705.0,1
B,Ship,4.0,5,161,2.0,low,5.0,5133.0,1
F,Road,,2,254,2.0,medium,,5608.0,0
B,Ship,5.0,1,129,5.0,medium,35.0,,1
C,Ship,4.0,4,172,3.0,medium,,4201.0,0
F,?,,4,240,2.0,high,33.0,,1
F,Ship,3.0,3,254,3.0,medium,3.0,2837.0,1
A,Flight,5.0,1,303,5.0,medium,,1203.0,0
C,Road,,5,179,2.0,high,,1364.0,1
B,Ship,5.0,4,199,4.0,high,7.0,5740.0,0
C,Flight,,3,280,4.0,high,17.0,3555.0,1
F,Ship,,3,166,3.0,high,,5559.0,0
C,Ship,3.0,1,175,3.0,high,6.0,4695.0,0
F,Ship,5.0,1,165,,?,,1190.0,1
D,Flight,,1,180,,high,29.0,1414.0,1
F,Ship,3.0,4,141,,medium,,5512.0,0
C,Ship,6.0,1,189,2.0,high,,1269.0,0
F,?,,5,151,3.0,medium,,5506.0,0
F,Road,4.0,1,226,7.0,high,41.0,,1
D,Flight,3.0,4,156,2.0,high,,1145.0,1
A,Ship,5.0,3,150,2.0,high,2.0,1682.0,1
F,Ship,4.0,2,268,4.0,high,,5275.0,0
D,Flight,3.0,3,139,2.0,medium,,5958.0,1
F,?,3.0,3,153,10.0,medium,10.0,5772.0,0
B,Road,7.0,1,307,4.0,high,8.0,1339.0,0
A,Road,5.0,4,171,4.0,high,7.0,5359.0,1
A,Flight,,5,222,3.0,high,,5584.0,0
C,Ship,4.0,1,240,4.0,high,,5905.0,1
F,Ship,,3,209,3.0,?,2.0,4036.0,1
F,Road,4.0,4,139,,low,64.0,1415.0,1
B,Flight,4.0,3,204,3.0,medium,,5010.0,0
F,Ship,5.0,2,189,2.0,medium,2.0,4636.0,1
F,Ship,5.0,4,262,,medium,6.0,4428.0,0
F,Road,5.0,1,206,4.0,high,,1137.0,1
A,Ship,4.0,4,252,3.0,medium,,5676.0,1
A,Ship,3.0,5,233,2.0,medium,,4913.0,0
F,Ship,,3,225,,high,,5468.0,1
A,Ship,5.0,2,205,4.0,high,,5486.0,0
A,Ship,6.0,4,265,4.0,high,9.0,,0
D,Road,5.0,3,174,3.0,medium,6.0,5064.0,1
B,Road,6.0,2,289,4.0,low,,1116.0,0
A,Road,4.0,2,245,2.0,high,1.0,5978.0,0
F,Ship,4.0,2,243,3.0,high,3.0,5703.0,0
B,Road,5.0,2,260,,low,10.0,4087.0,1
D,Ship,5.0,1,149,3.0,high,9.0,5173.0,1
C,Ship,5.0,2,233,3.0,low,,5323.0,1
A,Ship,4.0,1,170,2.0,medium,5.0,5182.0,0
F,Ship,6.0,5,276,4.0,?,3.0,1136.0,0
C,Ship,5.0,3,169,4.0,medium,,1290.0,1
B,Road,4.0,4,268,,medium,3.0,4834.0,0
D,Road,3.0,2,250,3.0,high,,3798.0,1
D,Ship,2.0,5,284,3.0,medium,6.0,4575.0,0
F,Ship,3.0,2,274,3.0,medium,50.0,3958.0,1
B,Flight,4.0,4,261,3.0,high,33.0,3678.0,1
F,Ship,5.0,2,182,3.0,high,,4128.0,1
D,Ship,5.0,1,135,3.0,high,,5301.0,1
F,Ship,5.0,3,253,5.0,high,6.0,1028.0,0
F,Ship,4.0,1,282,4.0,medium,10.0,5065.0,0
B,Ship,3.0,1,185,2.0,high,,3787.0,1
F,Ship,5.0,3,275,5.0,high,7.0,1349.0,0
F,Road,5.0,5,266,4.0,medium,62.0,2201.0,1
D,Ship,6.0,2,246,4.0,medium,7.0,1071.0,0
C,Ship,,1,151,2.0,high,,1682.0,1
C,Flight,6.0,3,257,,high,,1358.0,1
F,Ship,3.0,5,221,2.0,high,6.0,5289.0,0
F,?,6.0,4,271,4.0,high,,1503.0,0
C,Ship,5.0,4,223,3.0,high,,4671.0,1
C,Ship,,2,165,2.0,high,24.0,1966.0,1
C,Ship,,2,209,2.0,high,9.0,,0
D,Ship,5.0,2,287,3.0,medium,,4903.0,1
D,Ship,4.0,4,264,2.0,medium,,2203.0,1
D,Ship,,2,284,4.0,high,6.0,1550.0,1
F,Road,6.0,1,139,,medium,1.0,4243.0,0
C,Ship,3.0,4,221,3.0,high,10.0,4927.0,1
A,Ship,3.0,1,243,3.0,high,2.0,4989.0,0
B,Ship,,2,101,5.0,medium,,4196.0,0
F,Ship,5.0,5,257,5.0,medium,,,0
B,Ship,4.0,4,177,2.0,high,,1112.0,1
A,Ship,4.0,2,142,2.0,medium,,4062.0,0
A,Ship,2.0,1,202,2.0,medium,,4456.0,0
C,Ship,3.0,4,169,4.0,medium,,1245.0,1
D,Ship,5.0,2,241,2.0,medium,6.0,4741.0,0
F,Ship,7.0,3,310,5.0,high,5.0,1563.0,0
F,Flight,5.0,1,272,,medium,2.0,1681.0,1
F,Flight,3.0,3,104,5.0,medium,,1936.0,1
C,Flight,,3,167,2.0,high,3.0,1140.0,1
C,Ship,5.0,3,262,5.0,high,8.0,1493.0,1
F,Ship,2.0,3,228,3.0,low,5.0,4663.0,0
D,Ship,,4,181,,low,,5470.0,0
C,Road,6.0,1,132,4.0,medium,5.0,5235.0,1
F,Ship,4.0,4,154,3.0,?,52.0,1367.0,1
B,Ship,3.0,5,192,4.0,medium,7.0,4741.0,1
F,Ship,4.0,3,186,3.0,high,,4437.0,1
A,Ship,,2,228,5.0,high,3.0,1473.0,1
C,Road,4.0,5,142,2.0,high,2.0,5150.0,1
D,Ship,3.0,1,183,4.0,high,5.0,5326.0,0
D,Ship,3.0,5,135,2.0,medium,,5614.0,1
D,Ship,4.0,5,251,,medium,,3561.0,1
D,Ship,3.0,5,222,3.0,high,,,0
C,Ship,,1,141,5.0,high,9.0,5113.0,0
A,Ship,,1,245,3.0,medium,,4173.0,0
C,Ship,6.0,2,254,4.0,high,4.0,1392.0,0
A,Road,5.0,5,254,2.0,medium,6.0,4934.0,0
B,Ship,3.0,3,265,,high,10.0,4093.0,1
A,Ship,,5,140,3.0,high,,4733.0,0
F,Flight,6.0,1,247,,medium,,4691.0,0
F,Flight,,3,163,3.0,medium,65.0,1614.0,1
F,Ship,3.0,2,164,2.0,?,7.0,4150.0,0
C,Flight,3.0,3,159,2.0,medium,6.0,5269.0,0
A,Flight,4.0,2,242,,medium,8.0,5243.0,1
A,Ship,6.0,3,269,2.0,low,,,1
D,Ship,,3,147,2.0,high,,5431.0,0
B,Road,4.0,4,206,3.0,medium,33.0,2804.0,1
F,Ship,,1,232,6.0,high,2.0,5281.0,1
F,?,5.0,2,263,3.0,high,,4699.0,1
B,Ship,,3,211,2.0,high,,5473.0,1
F,Ship,4.0,4,150,2.0,?,,1285.0,1
F,Ship,3.0,1,251,,medium,,4912.0,0
F,Flight,2.0,4,142,3.0,low,,5700.0,0
C,Flight,3.0,5,162,2.0,low,1.0,4573.0,1
B,Flight,4.0,1,104,7.0,medium,52.0,1083.0,1
A,Ship,4.0,4,224,5.0,medium,,1184.0,0
C,Ship,,3,231,3.0,medium,8.0,4991.0,0
A,Flight,4.0,2,258,5.0,high,,1878.0,0
B,Ship,4.0,1,227,2.0,low,,3080.0,1
C,Road,6.0,3,298,,high,1.0,1657.0,0
C,Ship,5.0,2,254,6.0,?,5.0,1885.0,0
B,Flight,,5,173,3.0,high,4.0,5265.0,1
B,Flight,,5,277,4.0,medium,5.0,1845.0,1
B,Ship,4.0,5,137,2.0,low,,5208.0,0
B,Ship,5.0,1,248,,medium,,1861.0,0
B,Ship,4.0,1,266,3.0,high,23.0,3775.0,1
D,Ship,3.0,3,227,2.0,low,,4269.0,1
B,Ship,,2,199,4.0,high,,2208.0,1
F,Flight,4.0,4,196,3.0,high,5.0,5514.0,0
B,Ship,4.0,5,274,4.0,high,,5145.0,0
A,?,4.0,5,137,2.0,high,,4055.0,1
C,Ship,3.0,1,173,2.0,high,7.0,4684.0,0
F,Ship,4.0,4,247,3.0,high,,2361.0,1
F,Ship,5.0,2,279,,high,,4785.0,0
D,Ship,,5,236,3.0,medium,13.0,2171.0,1
C,Ship,5.0,2,206,4.0,high,5.0,1149.0,0
B,Ship,,5,199,,medium,,,1
A,Ship,3.0,1,139,5.0,medium,5.0,4572.0,0
B,Ship,6.0,3,250,4.0,high,,1618.0,0
F,Ship,,2,143,,medium,7.0,4486.0,0
F,Ship,,1,270,2.0,medium,6.0,4966.0,0
D,?,6.0,1,264,,low,,4435.0,1
F,Ship,6.0,5,211,6.0,high,3.0,,0
B,Ship,4.0,4,141,3.0,high,,1735.0,1
D,Ship,4.0,1,260,2.0,high,,,1
B,Road,4.0,3,149,4.0,medium,1.0,4678.0,0
B,Ship,2.0,4,162,3.0,high,34.0,1558.0,1
D,Ship,4.0,3,156,3.0,medium,,4701.0,1
D,Road,5.0,2,168,2.0,high,,5225.0,1
F,Ship,4.0,2,254,7.0,high,6.0,5121.0,0
F,Road,3.0,1,141,3.0,medium,,1838.0,1
F,Ship,3.0,1,231,2.0,high,12.0,2123.0,1
B,Ship,3.0,3,186,,?,24.0,3262.0,1
A,Road,4.0,1,245,2.0,high,5.0,5324.0,1
C,Flight,4.0,5,176,2.0,high,1.0,4155.0,0
F,Road,4.0,3,217,6.0,medium,,1552.0,0
F,Ship,5.0,2,246,,medium,13.0,2652.0,1
D,Ship,3.0,2,273,3.0,high,41.0,3464.0,1
F,Ship,,5,247,10.0,medium,61.0,2206.0,1
F,Flight,4.0,1,172,3.0,medium,10.0,5106.0,1
B,Road,3.0,5,205,4.0,high,,5294.0,0
C,Ship,3.0,3,143,,high,,1630.0,1
C,Flight,4.0,3,221,4.0,high,1.0,4865.0,0
B,Ship,4.0,3,184,,high,,4686.0,0
D,Ship,2.0,5,155,3.0,high,23.0,1602.0,1
B,Ship,5.0,1,245,3.0,high,,4694.0,0
C,Ship,3.0,5,169,2.0,high,20.0,1021.0,1
D,Ship,4.0,3,236,3.0,high,1.0,4752.0,0
F,Ship,5.0,2,254,5.0,medium,,1926.0,0
B,Ship,5.0,2,259,2.0,medium,,4607.0,0
B,Road,3.0,2,238,2.0,medium,,3274.0,1
F,Road,5.0,5,192,3.0,medium,37.0,2197.0,1
F,Ship,6.0,3,262,4.0,high,,1563.0,0
F,Ship,4.0,1,212,2.0,medium,,4969.0,0
