Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
6,3,247,4,0,0,0,0,0,0,1,0,0,1,1,0,0
3,2,270,3,31,1,0,0,0,0,1,0,0,1,0,0,1
7,5,281,0,8,1,0,1,0,0,0,0,0,1,1,0,0
0,1,241,3,61,1,1,0,0,0,0,0,1,0,0,0,1
6,5,219,5,2,1,0,0,1,0,0,1,0,0,1,0,0
6,1,258,4,3,0,1,0,0,0,0,0,1,0,1,0,0
6,1,249,4,0,1,0,1,0,0,0,0,0,1,0,0,1
4,1,273,4,1,0,0,0,0,1,0,0,0,1,1,0,0
4,4,192,3,0,1,0,0,1,0,0,0,1,0,0,0,1
4,5,236,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5,2,266,7,0,1,0,0,0,0,1,0,1,0,1,0,0
0,3,137,3,0,1,1,0,0,0,0,0,1,0,0,1,0
0,3,271,4,0,1,0,1,0,0,0,0,0,1,1,0,0
7,4,269,4,0,0,0,0,0,0,1,0,0,1,0,0,1
4,3,272,3,4,0,0,0,0,0,1,0,0,1,1,0,0
6,5,278,5,0,1,0,0,0,1,0,0,0,1,0,0,1
4,4,176,0,52,1,0,1,0,0,0,0,0,1,0,1,0
5,1,235,3,0,0,0,0,0,0,1,0,0,1,1,0,0
0,5,157,4,0,1,0,0,0,1,0,1,0,0,0,0,1
6,4,266,0,3,1,1,0,0,0,0,1,0,0,1,0,0
0,2,234,2,0,1,0,1,0,0,0,0,0,1,0,0,1
3,1,162,3,7,0,0,0,0,0,1,0,0,1,0,0,1
2,2,258,3,3,1,0,0,0,0,1,0,0,1,0,0,1
3,4,258,0,55,1,0,0,0,0,1,0,0,1,1,0,0
5,1,232,5,4,0,0,0,0,0,1,0,0,1,1,0,0
0,1,236,3,8,1,1,0,0,0,0,0,1,0,0,0,1
0,5,234,4,9,0,1,0,0,0,0,0,1,0,0,0,1
0,5,133,5,0,1,0,0,0,1,0,0,0,1,1,0,0
3,1,181,3,0,1,0,0,1,0,0,0,0,1,0,0,1
4,1,206,5,7,1,0,0,0,0,1,0,0,1,0,0,1
3,1,213,2,6,0,0,0,0,0,1,0,0,1,1,0,0
5,4,222,3,0,1,0,0,1,0,0,0,0,1,1,0,0
3,4,199,3,7,0,0,0,1,0,0,0,0,1,1,0,0
3,2,263,0,3,0,0,0,0,0,1,0,0,1,0,0,1
0,5,254,5,0,1,0,1,0,0,0,0,0,1,1,0,0
3,4,180,7,0,0,0,0,0,0,1,0,1,0,0,1,0
3,5,155,4,0,0,0,1,0,0,0,0,0,1,1,0,0
6,1,300,4,2,1,0,1,0,0,0,0,0,1,0,0,1
4,4,223,3,51,1,0,1,0,0,0,0,0,1,0,0,1
2,2,140,3,19,1,1,0,0,0,0,0,0,1,1,0,0
0,2,179,0,0,1,1,0,0,0,0,0,0,1,0,0,1
3,1,123,5,10,0,0,0,0,1,0,0,0,1,0,0,1
6,3,295,5,0,0,0,0,0,0,1,0,0,1,1,0,0
0,1,154,3,4,0,1,0,0,0,0,0,1,0,0,0,1
0,3,275,3,0,0,0,0,0,0,1,0,0,1,1,0,0
6,2,304,5,0,1,0,0,1,0,0,0,0,1,0,0,1
0,2,167,3,21,1,0,0,0,0,1,0,0,1,1,0,0
4,2,168,6,0,0,0,0,0,1,0,0,0,1,0,0,1
4,1,148,3,0,1,0,1,0,0,0,0,0,1,1,0,0
5,1,233,4,2,1,0,0,0,0,1,1,0,0,0,1,0
4,2,145,0,4,1,0,0,0,0,1,0,0,1,0,0,1
3,5,251,3,0,1,1,0,0,0,0,1,0,0,0,1,0
5,2,263,2,63,1,0,0,0,0,1,0,0,1,0,0,1
5,4,234,3,2,0,0,0,0,0,1,0,0,1,1,0,0
5,4,267,5,9,0,0,0,0,0,1,0,1,0,1,0,0
4,3,217,3,7,1,0,0,1,0,0,0,0,1,0,0,1
4,2,220,0,9,0,0,0,1,0,0,0,0,1,1,0,0
5,1,233,3,0,0,1,0,0,0,0,0,0,1,1,0,0
5,1,219,6,2,1,0,0,1,0,0,0,1,0,1,0,0
0,1,255,3,0,0,0,0,0,0,1,0,0,1,0,0,1
4,4,249,6,0,1,1,0,0,0,0,0,1,0,1,0,0
5,3,209,2,49,1,0,0,0,1,0,0,0,1,0,1,0
3,3,178,3,3,1,0,1,0,0,0,0,0,1,1,0,0
3,3,201,6,0,0,0,0,0,0,1,0,0,1,0,0,1
6,5,255,4,0,1,0,0,0,0,1,0,0,1,1,0,0
0,2,158,4,0,1,0,1,0,0,0,0,0,1,1,0,0
2,4,242,3,0,0,0,0,0,0,1,0,1,0,0,0,1
5,4,149,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,4,296,4,0,0,0,0,0,1,0,1,0,0,1,0,0
3,5,206,3,6,0,0,1,0,0,0,0,0,1,0,0,1
4,2,257,2,3,1,0,0,0,0,1,1,0,0,0,1,0
2,2,157,3,9,1,0,1,0,0,0,0,0,1,0,0,1
5,5,268,5,10,0,0,0,1,0,0,0,0,1,0,0,1
2,3,263,3,10,0,0,0,0,0,1,1,0,0,0,0,1
3,4,231,0,0,1,0,1,0,0,0,0,0,1,0,0,1
3,2,247,2,0,1,0,0,0,0,1,0,1,0,0,0,1
6,4,257,6,0,0,0,1,0,0,0,0,0,1,1,0,0
5,3,243,6,0,0,0,0,0,1,0,0,1,0,1,0,0
5,1,180,0,0,1,0,0,0,0,1,0,0,1,1,0,0
3,2,252,3,0,0,0,0,0,0,1,0,1,0,0,0,1
3,4,203,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2,1,255,3,1,0,1,0,0,0,0,0,0,1,0,0,1
4,2,246,3,1,1,0,0,0,0,1,0,0,1,1,0,0
0,1,254,5,0,1,0,0,0,0,1,0,0,1,0,0,1
3,1,204,10,5,0,0,0,0,0,1,0,0,1,0,0,1
4,4,225,5,1,1,0,0,0,0,1,0,0,1,1,0,0
0,3,144,2,6,1,0,0,0,0,1,0,0,1,1,0,0
3,4,261,2,0,0,0,0,0,0,1,0,0,1,1,0,0
4,1,233,2,7,1,1,0,0,0,0,1,0,0,1,0,0
4,5,155,4,0,1,1,0,0,0,0,0,0,1,0,1,0
4,5,246,6,1,1,0,0,1,0,0,0,0,1,1,0,0
4,5,226,2,0,1,0,0,0,1,0,0,0,1,1,0,0
4,1,159,3,13,1,0,0,0,1,0,0,0,1,0,0,1
0,3,108,6,22,1,0,1,0,0,0,0,0,1,1,0,0
2,5,167,3,8,0,0,0,0,0,1,0,0,1,0,0,1
5,3,191,3,6,0,1,0,0,0,0,0,0,1,0,1,0
5,4,248,3,0,1,0,0,1,0,0,1,0,0,1,0,0
3,5,268,2,0,0,0,1,0,0,0,0,0,1,0,0,1
0,5,188,0,3,0,0,0,1,0,0,0,0,1,0,0,1
4,4,197,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,250,3,0,1,0,0,1,0,0,0,1,0,1,0,0
3,3,185,3,0,1,0,0,0,1,0,0,0,1,0,0,1
4,1,265,6,2,1,0,0,1,0,0,0,0,1,1,0,0
3,2,146,0,0,1,0,0,0,1,0,0,0,1,1,0,0
5,2,215,0,0,1,1,0,0,0,0,0,0,1,0,0,1
4,5,223,5,0,1,1,0,0,0,0,0,0,1,0,0,1
3,1,192,3,9,0,0,0,0,0,1,0,0,1,1,0,0
4,3,249,3,4,0,0,0,1,0,0,0,0,1,1,0,0
6,3,244,5,0,1,0,0,0,1,0,0,0,1,0,0,1
0,5,191,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,3,233,5,2,0,0,0,0,1,0,1,0,0,1,0,0
0,3,188,3,0,1,0,0,0,0,1,0,0,1,0,0,1
5,3,138,2,0,1,0,0,0,0,1,0,1,0,1,0,0
3,3,147,0,7,0,0,0,0,0,1,0,0,1,0,0,1
0,2,267,5,0,0,0,1,0,0,0,1,0,0,1,0,0
4,3,149,3,0,1,1,0,0,0,0,0,0,1,0,0,1
0,5,261,8,0,1,0,0,1,0,0,0,0,1,0,0,1
2,3,257,0,1,1,0,0,1,0,0,0,0,1,1,0,0
4,1,202,3,0,0,1,0,0,0,0,0,0,1,1,0,0
3,1,201,2,0,1,1,0,0,0,0,0,1,0,0,0,1
4,2,164,0,7,0,0,0,0,1,0,0,1,0,1,0,0
3,2,229,6,3,1,0,0,0,0,1,0,0,1,0,0,1
6,4,136,3,0,0,0,0,0,0,1,0,0,1,1,0,0
0,2,200,3,0,1,0,0,0,1,0,0,0,1,1,0,0
0,4,179,2,5,0,0,1,0,0,0,1,0,0,0,0,1
4,4,249,3,0,1,0,0,0,0,1,1,0,0,0,0,1
5,3,244,3,0,1,1,0,0,0,0,0,0,1,1,0,0
4,4,241,3,8,1,0,0,1,0,0,0,0,1,1,0,0
4,1,140,2,0,0,0,0,0,0,1,0,0,1,1,0,0
0,1,164,5,0,0,1,0,0,0,0,1,0,0,1,0,0
4,3,195,2,0,0,0,0,0,0,1,0,0,1,1,0,0
0,5,248,5,0,1,1,0,0,0,0,1,0,0,0,0,1
6,4,300,4,0,1,0,0,0,1,0,0,0,1,1,0,0
6,1,154,5,19,1,0,0,0,1,0,1,0,0,0,0,1
4,4,146,3,3,1,0,1,0,0,0,0,0,1,1,0,0
4,5,238,10,38,1,0,0,0,1,0,0,0,1,0,0,1
0,3,194,3,6,1,0,0,0,0,1,0,0,1,0,0,1
0,2,214,2,7,0,1,0,0,0,0,0,1,0,0,1,0
0,4,233,2,6,0,0,0,0,0,1,0,0,1,0,0,1
3,2,275,2,0,1,0,0,0,1,0,0,0,1,1,0,0
4,4,219,2,0,0,0,0,1,0,0,0,0,1,0,0,1
6,4,299,4,0,1,0,0,1,0,0,1,0,0,0,0,1
4,4,267,4,8,1,0,0,0,1,0,0,0,1,1,0,0
3,1,171,3,28,1,0,1,0,0,0,0,0,1,0,0,1
0,4,232,5,0,0,0,0,0,0,1,0,0,1,0,0,1
3,2,227,3,0,1,0,0,1,0,0,1,0,0,0,1,0
0,1,174,10,7,0,0,0,0,0,1,1,0,0,0,0,1
5,3,246,5,0,1,0,0,0,0,1,0,0,1,0,0,1
5,5,185,3,5,1,0,0,0,0,1,0,0,1,1,0,0
4,1,261,4,6,0,0,0,0,1,0,0,0,1,0,0,1
2,1,206,2,7,0,0,0,0,0,1,0,0,1,1,0,0
4,4,258,0,8,0,0,0,0,1,0,0,1,0,0,0,1
3,3,212,3,10,1,0,0,0,0,1,0,0,1,0,0,1
3,4,124,4,10,0,0,0,0,0,1,0,0,1,0,0,1
4,1,210,2,0,1,0,0,0,0,1,1,0,0,0,0,1
3,1,256,4,3,1,0,0,1,0,0,0,0,1,0,0,1
0,5,256,4,0,1,0,0,1,0,0,0,0,1,1,0,0
4,1,169,2,2,1,0,0,0,0,1,0,0,1,1,0,0
3,3,231,2,46,1,0,1,0,0,0,1,0,0,1,0,0
5,3,263,2,0,1,1,0,0,0,0,0,0,1,1,0,0
3,2,182,3,54,1,1,0,0,0,0,0,0,1,1,0,0
3,2,179,3,9,1,1,0,0,0,0,0,1,0,0,0,1
4,4,263,3,1,1,0,0,0,1,0,0,0,1,0,0,1
3,4,254,2,0,0,0,0,0,1,0,0,0,1,0,0,1
0,2,161,4,0,0,0,1,0,0,0,0,1,0,1,0,0
4,2,230,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,4,169,2,0,1,0,0,0,1,0,0,0,1,1,0,0
2,4,252,4,0,0,0,0,0,1,0,0,0,1,0,0,1
5,5,154,3,0,1,0,0,0,1,0,0,1,0,0,0,1
4,3,257,3,2,1,0,0,0,1,0,0,0,1,1,0,0
4,4,135,2,10,1,0,0,0,0,1,0,0,1,1,0,0
5,4,135,2,20,1,0,0,0,0,1,0,0,1,0,0,1
3,2,207,3,1,0,0,1,0,0,0,0,0,1,0,0,1
5,5,145,2,0,1,1,0,0,0,0,0,0,1,0,0,1
3,5,261,3,0,1,0,0,0,0,1,1,0,0,1,0,0
4,2,173,3,63,1,0,1,0,0,0,0,0,1,0,0,1
5,3,171,2,1,1,0,0,0,0,1,1,0,0,0,0,1
4,3,229,0,8,0,0,0,1,0,0,0,0,1,0,0,1
3,4,187,0,4,1,1,0,0,0,0,0,0,1,0,0,1
0,2,261,2,7,0,0,1,0,0,0,0,0,1,0,0,1
4,4,252,6,44,1,1,0,0,0,0,0,0,1,0,0,1
3,3,179,2,60,1,0,1,0,0,0,0,0,1,1,0,0
3,2,181,3,0,1,0,0,0,1,0,1,0,0,0,0,1
3,4,138,2,0,0,0,0,1,0,0,1,0,0,0,0,1
0,3,139,3,64,1,1,0,0,0,0,0,0,1,1,0,0
4,4,212,3,21,1,0,0,0,0,1,1,0,0,1,0,0
3,5,189,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5,4,222,6,9,0,0,0,0,0,1,0,0,1,1,0,0
4,1,284,4,4,1,0,1,0,0,0,0,0,1,1,0,0
3,4,205,8,5,1,0,0,1,0,0,0,0,1,0,0,1
6,3,137,0,6,1,0,1,0,0,0,0,0,1,1,0,0
0,3,242,5,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,238,3,0,1,0,1,0,0,0,0,1,0,1,0,0
3,2,98,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3,3,239,3,7,0,0,1,0,0,0,0,0,1,0,0,1
4,5,201,2,0,0,0,0,0,0,1,0,0,1,0,1,0
2,5,216,3,0,0,0,0,1,0,0,0,1,0,0,0,1
6,5,308,4,7,0,0,0,0,0,1,1,0,0,1,0,0
3,2,173,2,0,0,0,1,0,0,0,0,0,1,1,0,0
3,2,206,2,0,1,0,0,0,1,0,0,0,1,0,0,1
3,3,168,3,0,1,1,0,0,0,0,0,0,1,0,0,1
0,3,135,5,20,1,0,0,1,0,0,0,0,1,1,0,0
3,1,177,2,0,1,0,0,0,0,1,0,1,0,1,0,0
3,1,157,2,39,1,0,0,0,0,1,0,0,1,0,0,1
3,1,193,3,0,0,0,0,1,0,0,0,0,1,0,0,1
5,4,223,5,0,0,1,0,0,0,0,0,0,1,1,0,0
3,4,209,2,0,1,1,0,0,0,0,0,0,1,1,0,0
3,1,170,3,6,0,0,0,1,0,0,0,0,1,0,1,0
0,1,222,3,8,1,1,0,0,0,0,1,0,0,0,0,1
4,3,186,2,0,1,0,0,1,0,0,0,0,1,0,0,1
4,4,269,0,3,0,0,0,1,0,0,1,0,0,0,1,0
4,4,228,5,1,1,1,0,0,0,0,0,0,1,1,0,0
4,2,159,3,0,1,0,0,0,0,1,0,0,1,1,0,0
5,5,152,6,2,1,0,0,0,0,1,0,0,1,0,0,1
6,4,272,0,4,0,0,0,1,0,0,0,0,1,1,0,0
5,5,248,3,9,1,0,0,1,0,0,0,0,1,0,0,1
4,5,248,0,0,1,0,0,0,0,1,0,1,0,1,0,0
3,2,274,2,2,0,0,1,0,0,0,0,0,1,0,1,0
0,2,210,3,10,1,0,1,0,0,0,0,0,1,0,0,1
3,5,194,3,10,1,0,0,0,1,0,0,0,1,0,0,1
4,1,243,0,10,0,1,0,0,0,0,0,0,1,0,0,1
3,4,242,3,29,1,0,0,1,0,0,0,0,1,1,0,0
4,4,218,2,0,1,0,1,0,0,0,0,1,0,0,0,1
3,2,221,2,9,0,0,1,0,0,0,0,0,1,0,0,1
3,2,167,2,0,1,0,0,1,0,0,0,0,1,1,0,0
0,4,250,3,0,0,0,1,0,0,0,0,0,1,1,0,0
3,2,168,0,15,1,0,0,1,0,0,0,1,0,1,0,0
5,5,166,2,2,1,0,1,0,0,0,0,0,1,0,1,0
0,4,271,4,16,1,0,0,0,0,1,0,0,1,0,0,1
3,1,219,2,0,1,0,0,1,0,0,0,0,1,0,0,1
3,2,168,3,10,1,0,0,0,0,1,0,0,1,0,0,1
0,5,226,3,5,1,0,0,1,0,0,0,1,0,0,0,1
4,5,135,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3,3,150,4,1,0,0,0,1,0,0,0,1,0,0,0,1
4,3,260,3,0,0,0,0,0,0,1,0,0,1,1,0,0
4,1,167,3,42,1,0,1,0,0,0,1,0,0,1,0,0
3,3,157,0,6,0,1,0,0,0,0,0,1,0,1,0,0
3,5,253,2,0,0,0,0,0,1,0,0,1,0,0,0,1
3,2,231,3,55,1,0,0,0,1,0,0,0,1,1,0,0
5,1,251,6,3,0,0,0,0,0,1,0,1,0,1,0,0
5,2,223,5,0,1,0,1,0,0,0,0,1,0,0,0,1
5,3,216,10,4,1,1,0,0,0,0,0,1,0,0,0,1
4,2,237,6,0,0,1,0,0,0,0,1,0,0,1,0,0
5,2,239,5,0,1,1,0,0,0,0,0,0,1,1,0,0
2,4,134,3,0,1,0,0,1,0,0,0,0,1,1,0,0
4,2,142,2,0,0,0,0,0,0,1,0,0,1,1,0,0
4,3,134,4,5,1,1,0,0,0,0,0,0,1,1,0,0
2,4,107,0,0,1,0,0,0,0,1,0,0,1,0,1,0
5,1,130,4,0,1,0,1,0,0,0,0,0,1,0,1,0
0,3,259,3,0,1,0,1,0,0,0,0,0,1,0,1,0
5,2,137,3,0,1,0,1,0,0,0,0,1,0,0,0,1
3,4,249,3,0,1,0,0,0,1,0,0,0,1,0,1,0
4,3,202,3,2,1,0,0,0,1,0,0,0,1,0,0,1
3,2,279,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,163,4,3,1,0,0,0,0,1,0,1,0,0,1,0
4,3,257,3,0,1,0,0,0,0,1,0,0,1,1,0,0
4,2,258,5,0,0,1,0,0,0,0,1,0,0,0,0,1
6,4,294,4,0,0,0,0,1,0,0,0,1,0,0,0,1
3,3,132,2,8,1,0,1,0,0,0,0,0,1,0,0,1
4,5,260,3,10,0,0,0,0,0,1,1,0,0,0,1,0
5,4,223,0,7,0,0,1,0,0,0,0,0,1,0,0,1
0,1,170,3,58,1,0,0,1,0,0,0,0,1,0,1,0
0,5,98,2,2,1,1,0,0,0,0,0,0,1,0,0,1
4,5,217,3,0,1,0,0,0,0,1,0,0,1,1,0,0
0,3,133,5,0,1,0,0,0,0,1,0,0,1,1,0,0
4,3,232,2,0,0,0,1,0,0,0,0,1,0,1,0,0
3,2,189,2,4,0,0,0,0,0,1,0,0,1,0,0,1
4,4,255,0,5,1,0,0,0,0,1,0,0,1,1,0,0
5,1,248,3,0,1,0,0,1,0,0,0,0,1,1,0,0
0,4,143,6,0,0,0,0,0,0,1,0,0,1,0,0,1
4,1,225,2,0,1,0,0,0,0,1,0,0,1,0,0,1
3,5,143,0,10,0,1,0,0,0,0,0,0,1,1,0,0
5,1,126,5,0,1,0,0,1,0,0,0,0,1,0,0,1
5,2,232,3,0,1,0,1,0,0,0,1,0,0,1,0,0
0,1,234,6,7,0,0,1,0,0,0,1,0,0,1,0,0
5,4,177,2,0,1,1,0,0,0,0,0,0,1,1,0,0
0,2,265,4,10,1,0,1,0,0,0,0,0,1,0,0,1
4,2,201,3,0,1,0,0,0,0,1,0,0,1,0,0,1
5,3,245,5,0,0,0,0,0,0,1,0,0,1,1,0,0
4,1,147,3,0,1,1,0,0,0,0,0,0,1,1,0,0
3,4,188,3,0,1,0,0,1,0,0,0,0,1,0,0,1
6,4,305,4,0,1,0,0,0,1,0,1,0,0,1,0,0
3,2,243,4,5,1,0,0,0,0,1,0,0,1,0,0,1
5,4,260,3,8,0,0,1,0,0,0,0,1,0,1,0,0
0,5,137,3,1,0,0,0,0,1,0,0,0,1,0,0,1
5,3,231,3,0,0,1,0,0,0,0,0,0,1,0,0,1
4,2,180,3,0,0,1,0,0,0,0,0,0,1,0,0,1
3,2,239,2,3,1,0,1,0,0,0,0,1,0,1,0,0
3,2,226,2,10,0,1,0,0,0,0,0,0,1,1,0,0
3,4,206,3,0,0,0,1,0,0,0,0,1,0,0,0,1
5,4,221,6,0,0,0,0,0,0,1,0,0,1,0,0,1
3,5,223,7,0,1,0,0,1,0,0,0,1,0,0,1,0
4,4,246,2,11,1,0,0,1,0,0,0,0,1,1,0,0
0,3,233,3,0,0,1,0,0,0,0,0,0,1,0,0,1
0,2,243,2,0,1,0,0,1,0,0,0,0,1,0,0,1
4,3,150,3,2,0,0,0,1,0,0,1,0,0,0,1,0
0,1,240,5,5,0,0,0,1,0,0,0,0,1,0,0,1
6,1,245,4,0,0,0,0,0,1,0,0,0,1,1,0,0
0,3,261,6,6,0,0,1,0,0,0,1,0,0,1,0,0
6,1,168,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,5,265,2,0,1,1,0,0,0,0,1,0,0,0,0,1
4,5,275,6,10,1,0,0,0,0,1,1,0,0,0,0,1
3,2,215,0,0,1,0,0,1,0,0,0,0,1,0,1,0
4,5,227,10,7,0,0,1,0,0,0,0,0,1,1,0,0
6,5,261,5,0,0,0,0,0,0,1,0,0,1,1,0,0
4,3,218,5,0,1,0,0,0,0,1,0,0,1,1,0,0
5,3,145,2,0,1,0,0,0,0,1,0,0,1,0,0,1
0,1,266,5,0,0,0,1,0,0,0,0,0,1,1,0,0
5,3,156,4,0,0,0,0,0,0,1,0,0,1,0,0,1
3,1,294,4,25,1,0,0,0,1,0,0,0,1,1,0,0
4,4,224,2,31,1,0,0,0,0,1,0,0,1,0,1,0
0,1,146,5,0,0,1,0,0,0,0,0,1,0,1,0,0
4,3,153,3,0,0,0,0,0,0,1,0,0,1,0,0,1
0,4,248,3,0,0,0,0,0,0,1,0,0,1,0,0,1
7,3,285,4,0,1,0,0,0,0,1,1,0,0,1,0,0
5,2,260,2,23,1,1,0,0,0,0,1,0,0,0,0,1
4,5,189,0,3,0,0,0,0,0,1,0,0,1,0,0,1
3,3,259,8,0,0,0,0,0,0,1,0,0,1,0,1,0
3,5,180,4,0,1,0,0,1,0,0,0,0,1,0,0,1
3,3,223,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,1,155,3,0,1,0,0,0,1,0,0,0,1,0,0,1
5,5,174,3,9,1,0,0,1,0,0,0,1,0,0,1,0
5,1,271,5,0,1,0,0,0,0,1,0,0,1,1,0,0
7,5,287,0,8,0,0,1,0,0,0,0,1,0,1,0,0
0,2,220,3,39,1,0,0,0,1,0,0,0,1,0,1,0
4,2,222,3,0,0,0,0,0,0,1,0,0,1,0,1,0
0,2,254,5,0,1,1,0,0,0,0,0,0,1,0,1,0
0,1,220,3,7,1,1,0,0,0,0,1,0,0,0,0,1
2,3,139,3,0,1,1,0,0,0,0,0,0,1,1,0,0
3,5,174,2,4,0,0,0,0,0,1,0,0,1,1,0,0
4,1,265,3,3,0,0,0,1,0,0,1,0,0,0,0,1
6,3,305,4,3,0,1,0,0,0,0,0,0,1,1,0,0
6,3,258,4,9,0,0,0,1,0,0,0,0,1,0,0,1
4,1,272,0,1,0,0,0,0,0,1,0,1,0,0,1,0
5,5,135,3,2,1,0,0,1,0,0,0,0,1,0,0,1
4,5,268,3,9,1,0,1,0,0,0,0,1,0,0,0,1
0,3,250,0,0,1,0,0,0,1,0,0,0,1,1,0,0
3,2,268,2,20,1,0,1,0,0,0,0,1,0,1,0,0
4,3,209,0,57,1,0,0,0,1,0,0,0,1,0,0,1
4,4,199,2,25,1,0,0,0,1,0,0,0,1,0,0,1
4,5,161,2,5,1,0,1,0,0,0,0,0,1,0,1,0
0,2,254,2,0,0,0,0,0,0,1,0,1,0,0,0,1
4,4,172,3,0,0,0,0,1,0,0,0,0,1,0,0,1
3,3,254,3,3,1,0,0,0,0,1,0,0,1,0,0,1
5,1,303,5,0,0,1,0,0,0,0,1,0,0,0,0,1
0,5,179,2,0,1,0,0,1,0,0,0,1,0,1,0,0
5,4,199,4,7,0,0,1,0,0,0,0,0,1,1,0,0
0,3,280,4,17,1,0,0,1,0,0,1,0,0,1,0,0
0,3,166,3,0,0,0,0,0,0,1,0,0,1,1,0,0
3,1,175,3,6,0,0,0,1,0,0,0,0,1,1,0,0
0,1,180,0,29,1,0,0,0,1,0,1,0,0,1,0,0
3,4,141,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6,1,189,2,0,0,0,0,1,0,0,0,0,1,1,0,0
0,5,151,3,0,0,0,0,0,0,1,0,0,1,0,0,1
3,4,156,2,0,1,0,0,0,1,0,1,0,0,1,0,0
5,3,150,2,2,1,1,0,0,0,0,0,0,1,1,0,0
4,2,268,4,0,0,0,0,0,0,1,0,0,1,1,0,0
3,3,139,2,0,1,0,0,0,1,0,1,0,0,0,0,1
3,3,153,10,10,0,0,0,0,0,1,0,0,1,0,0,1
7,1,307,4,8,0,0,1,0,0,0,0,1,0,1,0,0
5,4,171,4,7,1,1,0,0,0,0,0,1,0,1,0,0
0,5,222,3,0,0,1,0,0,0,0,1,0,0,1,0,0
4,1,240,4,0,1,0,0,1,0,0,0,0,1,1,0,0
4,4,139,0,64,1,0,0,0,0,1,0,1,0,0,1,0
4,3,204,3,0,0,0,1,0,0,0,1,0,0,0,0,1
5,2,189,2,2,1,0,0,0,0,1,0,0,1,0,0,1
5,4,262,0,6,0,0,0,0,0,1,0,0,1,0,0,1
5,1,206,4,0,1,0,0,0,0,1,0,1,0,1,0,0
4,4,252,3,0,1,1,0,0,0,0,0,0,1,0,0,1
3,5,233,2,0,0,1,0,0,0,0,0,0,1,0,0,1
0,3,225,0,0,1,0,0,0,0,1,0,0,1,1,0,0
5,2,205,4,0,0,1,0,0,0,0,0,0,1,1,0,0
5,3,174,3,6,1,0,0,0,1,0,0,1,0,0,0,1
6,2,289,4,0,0,0,1,0,0,0,0,1,0,0,1,0
4,2,245,2,1,0,1,0,0,0,0,0,1,0,1,0,0
4,2,243,3,3,0,0,0,0,0,1,0,0,1,1,0,0
5,2,260,0,10,1,0,1,0,0,0,0,1,0,0,1,0
5,1,149,3,9,1,0,0,0,1,0,0,0,1,1,0,0
5,2,233,3,0,1,0,0,1,0,0,0,0,1,0,1,0
4,1,170,2,5,0,1,0,0,0,0,0,0,1,0,0,1
5,3,169,4,0,1,0,0,1,0,0,0,0,1,0,0,1
4,4,268,0,3,0,0,1,0,0,0,0,1,0,0,0,1
3,2,250,3,0,1,0,0,0,1,0,0,1,0,1,0,0
2,5,284,3,6,0,0,0,0,1,0,0,0,1,0,0,1
3,2,274,3,50,1,0,0,0,0,1,0,0,1,0,0,1
4,4,261,3,33,1,0,1,0,0,0,1,0,0,1,0,0
5,2,182,3,0,1,0,0,0,0,1,0,0,1,1,0,0
5,1,135,3,0,1,0,0,0,1,0,0,0,1,1,0,0
5,3,253,5,6,0,0,0,0,0,1,0,0,1,1,0,0
4,1,282,4,10,0,0,0,0,0,1,0,0,1,0,0,1
3,1,185,2,0,1,0,1,0,0,0,0,0,1,1,0,0
5,3,275,5,7,0,0,0,0,0,1,0,0,1,1,0,0
5,5,266,4,62,1,0,0,0,0,1,0,1,0,0,0,1
6,2,246,4,7,0,0,0,0,1,0,0,0,1,0,0,1
0,1,151,2,0,1,0,0,1,0,0,0,0,1,1,0,0
6,3,257,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,5,221,2,6,0,0,0,0,0,1,0,0,1,1,0,0
6,4,271,4,0,0,0,0,0,0,1,0,0,1,1,0,0
5,4,223,3,0,1,0,0,1,0,0,0,0,1,1,0,0
0,2,165,2,24,1,0,0,1,0,0,0,0,1,1,0,0
5,2,287,3,0,1,0,0,0,1,0,0,0,1,0,0,1
4,4,264,2,0,1,0,0,0,1,0,0,0,1,0,0,1
0,2,284,4,6,1,0,0,0,1,0,0,0,1,1,0,0
6,1,139,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,4,221,3,10,1,0,0,1,0,0,0,0,1,1,0,0
3,1,243,3,2,0,1,0,0,0,0,0,0,1,1,0,0
