Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
C,Ship,5.0,4,222,3.0,low,,3632,1
C,Ship,3.0,4,199,3.0,low,7.0,5089,0
F,Ship,3.0,2,263,,medium,3.0,4181,0
B,Ship,,5,254,5.0,low,,2508,1
F,Road,3.0,4,180,7.0,high,,5500,0
B,?,3.0,5,155,4.0,low,,5386,0
B,Ship,6.0,1,300,4.0,medium,2.0,1790,1
B,Ship,4.0,4,223,3.0,medium,51.0,3895,1
A,Ship,2.0,2,140,3.0,low,19.0,1806,1
A,Ship,,2,179,,medium,,4325,1
D,Ship,3.0,1,123,5.0,medium,10.0,4231,0
F,Ship,4.0,4,144,8.0,medium,6.0,?,1
F,Ship,6.0,3,295,5.0,low,,1392,0
A,Road,,1,154,3.0,medium,4.0,4631,0
F,?,,3,275,3.0,low,,4824,0
C,Ship,6.0,2,304,5.0,medium,,1178,1
F,Ship,,2,167,3.0,low,21.0,1637,1
D,Ship,4.0,2,168,6.0,medium,,4030,0
B,Ship,4.0,1,148,3.0,low,,1731,1
F,Flight,5.0,1,233,4.0,high,2.0,4615,1
F,Ship,3.0,5,168,4.0,medium,,?,1
F,Ship,4.0,2,145,,medium,4.0,5122,1
A,Flight,3.0,5,251,3.0,high,,4156,1
F,Ship,5.0,2,263,2.0,medium,63.0,1254,1
F,Ship,5.0,4,234,3.0,low,2.0,4269,0
F,Road,5.0,4,267,5.0,low,9.0,1017,0
C,Ship,4.0,3,217,3.0,medium,7.0,4723,1
C,Ship,4.0,2,220,,low,9.0,5896,0
D,Ship,3.0,4,266,2.0,medium,38.0,?,1
A,Ship,5.0,1,233,3.0,low,,5289,0
A,Ship,3.0,3,251,2.0,low,,?,0
C,Road,5.0,1,219,6.0,low,2.0,1650,1
F,Ship,,1,255,3.0,medium,,5715,0
A,Road,4.0,4,249,6.0,low,,1398,1
D,Ship,5.0,3,209,2.0,high,49.0,2581,1
B,Ship,3.0,3,178,3.0,low,3.0,5396,1
F,Ship,3.0,3,201,6.0,medium,,4984,0
F,Ship,6.0,5,255,4.0,low,,1218,1
B,Ship,,2,158,4.0,low,,1758,1
F,Road,2.0,4,242,3.0,medium,,4898,0
F,Ship,5.0,4,149,,medium,,1811,1
D,Flight,,4,296,4.0,low,,1033,0
B,Ship,3.0,5,206,3.0,medium,6.0,5618,0
F,Flight,4.0,2,257,2.0,high,3.0,4108,1
B,Ship,2.0,2,157,3.0,medium,9.0,4547,1
C,Ship,5.0,5,268,5.0,medium,10.0,1906,0
F,Flight,2.0,3,263,3.0,medium,10.0,4779,0
B,Ship,3.0,4,231,,medium,,5910,1
F,Road,3.0,2,247,2.0,medium,,3189,1
B,Ship,6.0,4,257,6.0,low,,4265,0
D,Road,5.0,3,243,6.0,low,,1856,0
F,Ship,5.0,1,180,,low,,1204,1
F,Road,3.0,2,252,3.0,medium,,4507,0
A,Ship,3.0,4,203,,medium,,5543,0
A,?,2.0,1,255,3.0,medium,1.0,5929,0
F,Ship,4.0,2,246,3.0,low,1.0,5815,1
F,Ship,,1,254,5.0,medium,,1880,1
F,Ship,3.0,1,204,10.0,medium,5.0,5375,0
F,?,4.0,4,225,5.0,low,1.0,1476,1
F,Ship,,3,144,2.0,low,6.0,5994,1
F,Ship,3.0,4,261,2.0,low,,5844,0
A,Flight,4.0,1,233,2.0,low,7.0,4403,1
A,Ship,4.0,5,155,4.0,high,,1408,1
C,Road,4.0,5,197,3.0,?,,?,1
C,Ship,4.0,5,246,6.0,low,1.0,1400,1
D,Ship,4.0,5,226,2.0,low,,4706,1
D,Ship,4.0,1,159,3.0,medium,13.0,1445,1
B,Ship,,3,108,6.0,low,22.0,1745,1
F,Ship,2.0,5,167,3.0,medium,8.0,4605,0
A,Ship,5.0,3,191,3.0,high,6.0,4244,0
C,Flight,5.0,4,248,3.0,low,,5335,1
B,Ship,3.0,5,268,2.0,medium,,5895,0
C,Ship,,5,188,,medium,3.0,4033,0
F,Road,4.0,4,197,,low,,4793,0
C,Road,,1,250,3.0,low,,5621,1
D,Ship,3.0,3,185,3.0,medium,,4111,1
C,Ship,4.0,1,265,6.0,low,2.0,1629,1
D,Ship,3.0,2,146,,low,,1790,1
A,Ship,5.0,2,215,,medium,,5195,1
A,Ship,4.0,5,223,5.0,medium,,1579,1
F,Ship,3.0,1,192,3.0,low,9.0,5004,0
C,Ship,4.0,3,249,3.0,low,4.0,4811,0
D,Ship,6.0,3,244,5.0,medium,,1847,1
D,Ship,,5,191,,medium,,3890,1
D,Flight,,3,233,5.0,low,2.0,1079,0
F,Ship,,3,188,3.0,medium,,3191,1
F,Road,5.0,3,138,2.0,low,,1056,1
F,Ship,3.0,3,147,,medium,7.0,5822,0
B,Flight,,2,267,5.0,low,,1876,0
A,Ship,4.0,3,149,3.0,medium,,1448,1
C,Ship,,5,261,8.0,medium,,2103,1
C,Ship,2.0,3,257,,low,1.0,5331,1
A,Ship,4.0,1,202,3.0,low,,4788,0
A,Road,3.0,1,201,2.0,medium,,4857,1
D,Road,4.0,2,164,,low,7.0,1116,0
F,Ship,3.0,2,229,6.0,medium,3.0,5689,1
F,?,6.0,4,136,3.0,low,,1187,0
D,Ship,,2,200,3.0,low,,3642,1
A,Road,6.0,1,278,4.0,medium,6.0,?,0
B,Flight,,4,179,2.0,medium,5.0,1340,0
F,Flight,4.0,4,249,3.0,medium,,5809,1
A,Ship,5.0,3,244,3.0,low,,3118,1
C,Ship,4.0,4,241,3.0,low,8.0,5206,1
F,Ship,4.0,1,140,2.0,low,,4926,0
A,Flight,,1,164,5.0,low,,1886,0
F,Ship,4.0,3,195,2.0,low,,4576,0
A,Flight,,5,248,5.0,medium,,1881,1
D,Ship,7.0,3,305,4.0,medium,3.0,?,1
D,Ship,6.0,4,300,4.0,low,,1301,1
D,Flight,6.0,1,154,5.0,medium,19.0,1842,1
B,Ship,4.0,4,146,3.0,low,3.0,5225,1
D,Ship,4.0,5,238,10.0,medium,38.0,3556,1
F,Ship,,3,194,3.0,medium,6.0,5721,1
D,Ship,3.0,1,133,3.0,low,,?,0
A,Road,,2,214,2.0,high,7.0,4938,0
F,Ship,,4,233,2.0,medium,6.0,4758,0
D,Ship,3.0,2,275,2.0,low,,5393,1
C,Ship,4.0,4,219,2.0,medium,,4604,0
C,Flight,6.0,4,299,4.0,medium,,1036,1
D,Ship,4.0,4,267,4.0,low,8.0,5219,1
B,Ship,3.0,1,171,3.0,medium,28.0,1075,1
F,Ship,,4,232,5.0,medium,,1861,0
C,Flight,3.0,2,227,3.0,high,,4167,1
F,Flight,,1,174,10.0,medium,7.0,4287,0
F,Ship,5.0,3,246,5.0,medium,,1257,1
F,Ship,5.0,5,185,3.0,low,5.0,4520,1
D,Ship,4.0,1,261,4.0,medium,6.0,4888,0
F,Ship,2.0,1,206,2.0,low,7.0,4721,0
D,Road,4.0,4,258,,medium,8.0,5069,0
F,Ship,3.0,3,212,3.0,medium,10.0,5724,1
F,Ship,3.0,4,124,4.0,medium,10.0,5011,0
C,Flight,3.0,1,156,3.0,medium,,?,1
F,Flight,4.0,1,210,2.0,medium,,3405,1
C,Ship,3.0,1,256,4.0,medium,3.0,4398,1
C,Ship,,5,256,4.0,low,,1033,1
D,Ship,2.0,1,197,,low,5.0,?,0
F,?,4.0,1,169,2.0,low,2.0,5702,1
B,Flight,3.0,3,231,2.0,low,46.0,2962,1
A,Ship,5.0,3,263,2.0,low,,4474,1
A,Ship,3.0,2,182,3.0,low,54.0,3972,1
A,Road,3.0,2,179,3.0,medium,9.0,5224,1
D,Ship,4.0,4,263,3.0,medium,1.0,5283,1
D,Ship,3.0,4,254,2.0,medium,,5957,0
D,Ship,4.0,1,133,4.0,low,,?,0
B,Road,,2,161,4.0,low,,1377,0
D,Flight,4.0,2,230,,medium,,3602,1
D,Ship,,4,169,2.0,low,,1242,1
D,Ship,2.0,4,252,4.0,medium,,4787,0
D,Road,5.0,5,154,3.0,medium,,1389,1
D,Ship,4.0,3,257,3.0,low,2.0,5198,1
F,Ship,4.0,4,135,2.0,low,10.0,4508,1
B,Ship,3.0,4,222,6.0,?,,4579,1
F,Ship,5.0,4,135,2.0,medium,20.0,1908,1
B,Ship,3.0,2,207,3.0,medium,1.0,4369,0
A,Ship,5.0,5,145,2.0,medium,,1834,1
F,Flight,3.0,5,261,3.0,low,,4224,1
B,Ship,4.0,2,173,3.0,medium,63.0,1220,1
F,Flight,5.0,3,171,2.0,medium,1.0,5385,1
C,Ship,4.0,3,229,,medium,8.0,5868,0
A,Ship,3.0,4,187,,medium,4.0,5139,1
B,Ship,,2,261,2.0,medium,7.0,5764,0
A,Ship,4.0,4,252,6.0,medium,44.0,2676,1
B,Ship,3.0,3,179,2.0,low,60.0,1808,1
D,Flight,3.0,2,181,3.0,medium,,3786,1
F,?,3.0,1,249,2.0,medium,9.0,?,1
C,Flight,3.0,4,138,2.0,medium,,4837,0
A,?,,3,139,3.0,low,64.0,1814,1
F,Flight,4.0,4,212,3.0,low,21.0,3307,1
C,Road,3.0,5,189,,low,,2203,1
F,Ship,5.0,4,222,6.0,low,9.0,1003,0
B,Ship,4.0,1,284,4.0,low,4.0,4795,1
C,Ship,3.0,4,205,8.0,medium,5.0,4869,1
B,Ship,6.0,3,137,,low,6.0,5992,1
F,Ship,,3,242,5.0,medium,,1820,0
B,Road,,1,238,3.0,low,,3832,1
F,Ship,3.0,2,98,,medium,,1057,1
B,Ship,3.0,3,239,3.0,medium,7.0,4942,0
F,Ship,4.0,5,201,2.0,high,,4657,0
C,Road,2.0,5,216,3.0,medium,,5098,0
F,Flight,6.0,5,308,4.0,low,7.0,1078,0
B,Ship,3.0,2,173,2.0,low,,5492,0
D,Ship,3.0,2,206,2.0,medium,,2822,1
A,Ship,3.0,3,168,3.0,medium,,1008,1
C,Ship,,3,135,5.0,low,20.0,1266,1
F,Road,3.0,1,177,2.0,low,,1099,1
B,Ship,,3,176,5.0,low,,?,1
F,Ship,3.0,1,157,2.0,medium,39.0,1525,1
C,Ship,3.0,1,193,3.0,medium,,5154,0
A,Ship,5.0,4,223,5.0,low,,1400,0
A,Ship,3.0,4,209,2.0,low,,2935,1
C,Ship,3.0,1,170,3.0,high,6.0,5750,0
A,Flight,,1,222,3.0,medium,8.0,4650,1
C,Ship,4.0,3,186,2.0,medium,,2805,1
C,Flight,4.0,4,269,,high,3.0,4488,0
A,Ship,4.0,4,228,5.0,low,1.0,1788,1
F,Ship,4.0,2,159,3.0,low,,4985,1
F,Ship,5.0,5,152,6.0,medium,2.0,4915,1
C,Ship,6.0,4,272,,low,4.0,4098,0
C,Ship,5.0,5,248,3.0,medium,9.0,3873,1
F,Road,4.0,5,248,,low,,5310,1
B,Ship,3.0,2,274,2.0,high,2.0,5029,0
B,Ship,,2,210,3.0,medium,10.0,4324,1
D,Ship,3.0,5,194,3.0,medium,10.0,2277,1
A,Ship,4.0,1,243,,medium,10.0,5832,0
C,Ship,3.0,4,242,3.0,low,29.0,2381,1
B,Road,4.0,4,218,2.0,medium,,5692,1
B,Ship,3.0,2,221,2.0,medium,9.0,4466,0
C,Ship,3.0,2,167,2.0,low,,1010,1
B,Ship,,4,250,3.0,low,,5565,0
C,Ship,4.0,3,165,3.0,low,4.0,?,1
C,Road,3.0,2,168,,low,15.0,1862,1
F,Road,,2,239,3.0,low,47.0,?,1
B,?,5.0,5,166,2.0,high,2.0,4562,1
F,Ship,,4,271,4.0,medium,16.0,2693,1
C,Ship,3.0,1,219,2.0,medium,,4390,1
F,Ship,3.0,2,168,3.0,medium,10.0,4979,1
C,Road,,5,226,3.0,medium,5.0,3914,1
A,Ship,4.0,5,135,,medium,,4515,0
B,Ship,5.0,2,157,3.0,low,,?,1
C,Road,3.0,3,150,4.0,medium,1.0,4662,0
F,Road,3.0,2,231,3.0,low,56.0,?,1
F,Ship,4.0,3,260,3.0,low,,5540,0
F,Flight,4.0,3,245,5.0,low,4.0,?,0
B,Flight,4.0,1,167,3.0,low,42.0,1197,1
A,Road,3.0,3,157,,low,6.0,5187,0
D,Road,3.0,5,253,2.0,medium,,5846,0
D,Ship,3.0,2,231,3.0,low,55.0,3952,1
F,Road,5.0,1,251,6.0,low,3.0,1562,0
B,Road,5.0,2,223,5.0,medium,,1484,1
A,Road,5.0,3,216,10.0,medium,4.0,4409,1
A,Flight,4.0,2,237,6.0,low,,5695,0
A,Ship,5.0,2,239,5.0,low,,1518,1
C,Ship,2.0,4,134,3.0,low,,1067,1
F,Road,5.0,3,229,5.0,?,10.0,1951,0
F,Ship,4.0,2,142,2.0,low,,5326,0
A,Ship,4.0,3,134,4.0,low,5.0,4507,1
F,Ship,2.0,4,107,,high,,4451,1
B,Road,6.0,5,141,3.0,medium,,?,0
B,?,5.0,1,130,4.0,high,,4946,1
B,Ship,,3,259,3.0,high,,3761,1
B,Road,5.0,2,137,3.0,medium,,1023,1
D,Ship,3.0,4,249,3.0,high,,5629,1
D,Ship,4.0,3,202,3.0,medium,2.0,3962,1
D,Ship,3.0,2,279,,medium,1.0,5855,0
F,Road,,1,163,4.0,high,3.0,4031,1
F,Ship,4.0,3,257,3.0,low,,4447,1
D,Flight,5.0,3,269,5.0,?,3.0,1667,1
A,Flight,4.0,2,258,5.0,medium,,1494,0
C,Road,6.0,4,294,4.0,medium,,1174,0
B,Ship,3.0,3,132,2.0,medium,8.0,5810,1
F,Flight,4.0,5,260,3.0,high,10.0,4919,0
B,Ship,5.0,4,223,,medium,7.0,5738,0
C,?,,1,170,3.0,high,58.0,1651,1
A,?,,5,98,2.0,medium,2.0,4125,1
A,Ship,,2,305,4.0,low,8.0,?,0
F,Ship,4.0,5,217,3.0,low,,4848,1
F,Ship,,3,133,5.0,low,,1783,1
B,Road,4.0,3,232,2.0,low,,5398,0
F,Ship,3.0,2,189,2.0,medium,4.0,4160,0
F,Ship,4.0,4,255,,low,5.0,1708,1
C,Ship,5.0,1,248,3.0,low,,3830,1
F,Ship,,4,143,6.0,medium,,5514,0
F,?,4.0,1,225,2.0,medium,,5714,1
A,Ship,3.0,5,143,,low,10.0,5021,0
C,Ship,5.0,1,126,5.0,medium,,5659,1
B,Flight,5.0,2,232,3.0,low,,5607,1
B,Flight,,1,234,6.0,low,7.0,1711,0
A,Ship,5.0,4,177,2.0,low,,1735,1
B,Ship,,2,265,4.0,medium,10.0,4575,1
F,Ship,4.0,2,201,3.0,medium,,5616,1
F,Ship,5.0,3,245,5.0,low,,1605,0
A,Ship,4.0,1,147,3.0,low,,1434,1
C,Ship,3.0,4,188,3.0,medium,,3221,1
D,Flight,6.0,4,305,4.0,low,,1172,1
F,Ship,3.0,2,243,4.0,medium,5.0,4670,1
B,Road,5.0,4,260,3.0,low,8.0,4535,0
D,Ship,,5,137,3.0,medium,1.0,4861,0
A,Ship,5.0,3,231,3.0,medium,,4735,0
A,Ship,4.0,2,180,3.0,medium,,4417,0
F,Ship,,3,266,7.0,low,2.0,?,1
B,Road,3.0,2,239,2.0,low,3.0,5099,1
A,Ship,3.0,2,226,2.0,low,10.0,4254,0
B,Road,3.0,4,206,3.0,medium,,5915,0
F,?,5.0,4,221,6.0,medium,,1944,0
C,Road,3.0,5,223,7.0,high,,4178,1
C,Ship,4.0,4,246,2.0,low,11.0,2282,1
A,?,,3,233,3.0,medium,,5259,0
C,Ship,,2,243,2.0,medium,,2758,1
C,Flight,4.0,3,150,3.0,high,2.0,4383,0
C,Ship,,1,240,5.0,medium,5.0,4144,0
D,Ship,6.0,1,245,4.0,low,,1606,0
B,Flight,,3,261,6.0,low,6.0,5068,0
F,Ship,6.0,1,168,,high,,1601,1
A,Flight,,5,265,2.0,medium,,5135,1
F,Flight,4.0,5,275,6.0,medium,10.0,1400,1
C,Ship,3.0,2,215,,high,,4673,1
B,Ship,4.0,5,227,10.0,low,7.0,4403,0
F,Ship,6.0,5,261,5.0,low,,5442,0
F,Ship,4.0,3,218,5.0,low,,4823,1
F,Ship,5.0,3,145,2.0,medium,,1965,1
B,Ship,,1,266,5.0,low,,5459,0
F,Ship,5.0,3,156,4.0,medium,,5868,0
D,Ship,3.0,1,294,4.0,low,25.0,1498,1
F,Ship,4.0,4,224,2.0,high,31.0,2084,1
A,Road,,1,146,5.0,low,,1737,0
F,Ship,4.0,3,153,3.0,medium,,5748,0
F,Ship,,4,248,3.0,medium,,4932,0
F,Flight,7.0,3,285,4.0,low,,1935,1
A,Flight,5.0,2,260,2.0,medium,23.0,3962,1
F,Ship,4.0,5,189,,medium,3.0,5193,0
F,Ship,3.0,3,259,8.0,high,,5939,0
C,Ship,3.0,5,180,4.0,medium,,1481,1
A,Ship,3.0,3,223,,medium,,5062,1
D,Ship,,1,155,3.0,medium,,1022,1
C,Road,5.0,5,174,3.0,high,9.0,5969,1
F,Ship,5.0,1,271,5.0,low,,1869,1
B,Road,7.0,5,287,,low,8.0,1748,0
D,Ship,,2,220,3.0,high,39.0,2459,1
F,Ship,4.0,2,222,3.0,high,,5337,0
A,Ship,,2,254,5.0,high,,1491,1
A,Flight,,1,220,3.0,medium,7.0,4552,1
A,Ship,2.0,3,139,3.0,low,,1471,1
F,Ship,3.0,5,174,2.0,low,4.0,5692,0
C,Flight,4.0,1,265,3.0,medium,3.0,5177,0
A,Ship,6.0,3,305,4.0,low,3.0,1276,0
C,?,6.0,3,258,4.0,medium,9.0,1924,0
F,Road,4.0,1,272,,high,1.0,5597,0
C,?,5.0,5,135,3.0,medium,2.0,5849,1
B,Road,4.0,5,268,3.0,medium,9.0,5521,1
D,Ship,,3,250,,low,,2064,1
B,Road,3.0,2,268,2.0,low,20.0,2731,1
D,?,4.0,3,209,,medium,57.0,3741,1
D,Ship,4.0,4,199,2.0,medium,25.0,3705,1
B,Ship,4.0,5,161,2.0,high,5.0,5133,1
F,Road,,2,254,2.0,medium,,5608,0
B,Ship,5.0,1,129,5.0,medium,35.0,?,1
C,Ship,4.0,4,172,3.0,medium,,4201,0
F,?,,4,240,2.0,low,33.0,?,1
F,Ship,3.0,3,254,3.0,medium,3.0,2837,1
A,Flight,5.0,1,303,5.0,medium,,1203,0
C,Road,,5,179,2.0,low,,1364,1
B,Ship,5.0,4,199,4.0,low,7.0,5740,0
C,Flight,,3,280,4.0,low,17.0,3555,1
F,Ship,,3,166,3.0,low,,5559,0
C,Ship,3.0,1,175,3.0,low,6.0,4695,0
F,Ship,5.0,1,165,,?,,1190,1
D,Flight,,1,180,,low,29.0,1414,1
F,Ship,3.0,4,141,,medium,,5512,0
C,Ship,6.0,1,189,2.0,low,,1269,0
F,?,,5,151,3.0,medium,,5506,0
F,Road,4.0,1,226,7.0,low,41.0,?,1
D,Flight,3.0,4,156,2.0,low,,1145,1
A,Ship,5.0,3,150,2.0,low,2.0,1682,1
F,Ship,4.0,2,268,4.0,low,,5275,0
D,Flight,3.0,3,139,2.0,medium,,5958,1
F,?,3.0,3,153,10.0,medium,10.0,5772,0
B,Road,7.0,1,307,4.0,low,8.0,1339,0
A,Road,5.0,4,171,4.0,low,7.0,5359,1
A,Flight,,5,222,3.0,low,,5584,0
C,Ship,4.0,1,240,4.0,low,,5905,1
F,Ship,,3,209,3.0,?,2.0,4036,1
F,Road,4.0,4,139,,high,64.0,1415,1
B,Flight,4.0,3,204,3.0,medium,,5010,0
F,Ship,5.0,2,189,2.0,medium,2.0,4636,1
F,Ship,5.0,4,262,,medium,6.0,4428,0
F,Road,5.0,1,206,4.0,low,,1137,1
A,Ship,4.0,4,252,3.0,medium,,5676,1
A,Ship,3.0,5,233,2.0,medium,,4913,0
F,Ship,,3,225,,low,,5468,1
A,Ship,5.0,2,205,4.0,low,,5486,0
A,Ship,6.0,4,265,4.0,low,9.0,?,0
D,Road,5.0,3,174,3.0,medium,6.0,5064,1
B,Road,6.0,2,289,4.0,high,,1116,0
A,Road,4.0,2,245,2.0,low,1.0,5978,0
F,Ship,4.0,2,243,3.0,low,3.0,5703,0
B,Road,5.0,2,260,,high,10.0,4087,1
D,Ship,5.0,1,149,3.0,low,9.0,5173,1
C,Ship,5.0,2,233,3.0,high,,5323,1
A,Ship,4.0,1,170,2.0,medium,5.0,5182,0
F,Ship,6.0,5,276,4.0,?,3.0,1136,0
C,Ship,5.0,3,169,4.0,medium,,1290,1
B,Road,4.0,4,268,,medium,3.0,4834,0
D,Road,3.0,2,250,3.0,low,,3798,1
D,Ship,2.0,5,284,3.0,medium,6.0,4575,0
F,Ship,3.0,2,274,3.0,medium,50.0,3958,1
B,Flight,4.0,4,261,3.0,low,33.0,3678,1
F,Ship,5.0,2,182,3.0,low,,4128,1
D,Ship,5.0,1,135,3.0,low,,5301,1
F,Ship,5.0,3,253,5.0,low,6.0,1028,0
F,Ship,4.0,1,282,4.0,medium,10.0,5065,0
B,Ship,3.0,1,185,2.0,low,,3787,1
F,Ship,5.0,3,275,5.0,low,7.0,1349,0
F,Road,5.0,5,266,4.0,medium,62.0,2201,1
D,Ship,6.0,2,246,4.0,medium,7.0,1071,0
C,Ship,,1,151,2.0,low,,1682,1
C,Flight,6.0,3,257,,low,,1358,1
F,Ship,3.0,5,221,2.0,low,6.0,5289,0
F,?,6.0,4,271,4.0,low,,1503,0
C,Ship,5.0,4,223,3.0,low,,4671,1
C,Ship,,2,165,2.0,low,24.0,1966,1
C,Ship,,2,209,2.0,low,9.0,?,0
D,Ship,5.0,2,287,3.0,medium,,4903,1
D,Ship,4.0,4,264,2.0,medium,,2203,1
D,Ship,,2,284,4.0,low,6.0,1550,1
F,Road,6.0,1,139,,medium,1.0,4243,0
C,Ship,3.0,4,221,3.0,low,10.0,4927,1
A,Ship,3.0,1,243,3.0,low,2.0,4989,0
B,Ship,,2,101,5.0,medium,,4196,0
F,Ship,5.0,5,257,5.0,medium,,?,0
B,Ship,4.0,4,177,2.0,low,,1112,1
A,Ship,4.0,2,142,2.0,medium,,4062,0
A,Ship,2.0,1,202,2.0,medium,,4456,0
C,Ship,3.0,4,169,4.0,medium,,1245,1
D,Ship,5.0,2,241,2.0,medium,6.0,4741,0
F,Ship,7.0,3,310,5.0,low,5.0,1563,0
F,Flight,5.0,1,272,,medium,2.0,1681,1
F,Flight,3.0,3,104,5.0,medium,,1936,1
C,Flight,,3,167,2.0,low,3.0,1140,1
C,Ship,5.0,3,262,5.0,low,8.0,1493,1
F,Ship,2.0,3,228,3.0,high,5.0,4663,0
D,Ship,,4,181,,high,,5470,0
C,Road,6.0,1,132,4.0,medium,5.0,5235,1
F,Ship,4.0,4,154,3.0,?,52.0,1367,1
B,Ship,3.0,5,192,4.0,medium,7.0,4741,1
F,Ship,4.0,3,186,3.0,low,,4437,1
A,Ship,,2,228,5.0,low,3.0,1473,1
C,Road,4.0,5,142,2.0,low,2.0,5150,1
D,Ship,3.0,1,183,4.0,low,5.0,5326,0
D,Ship,3.0,5,135,2.0,medium,,5614,1
D,Ship,4.0,5,251,,medium,,3561,1
D,Ship,3.0,5,222,3.0,low,,?,0
C,Ship,,1,141,5.0,low,9.0,5113,0
A,Ship,,1,245,3.0,medium,,4173,0
C,Ship,6.0,2,254,4.0,low,4.0,1392,0
A,Road,5.0,5,254,2.0,medium,6.0,4934,0
B,Ship,3.0,3,265,,low,10.0,4093,1
A,Ship,,5,140,3.0,low,,4733,0
F,Flight,6.0,1,247,,medium,,4691,0
F,Flight,,3,163,3.0,medium,65.0,1614,1
F,Ship,3.0,2,164,2.0,?,7.0,4150,0
C,Flight,3.0,3,159,2.0,medium,6.0,5269,0
A,Flight,4.0,2,242,,medium,8.0,5243,1
A,Ship,6.0,3,269,2.0,high,,?,1
D,Ship,,3,147,2.0,low,,5431,0
B,Road,4.0,4,206,3.0,medium,33.0,2804,1
F,Ship,,1,232,6.0,low,2.0,5281,1
F,?,5.0,2,263,3.0,low,,4699,1
B,Ship,,3,211,2.0,low,,5473,1
F,Ship,4.0,4,150,2.0,?,,1285,1
F,Ship,3.0,1,251,,medium,,4912,0
F,Flight,2.0,4,142,3.0,high,,5700,0
C,Flight,3.0,5,162,2.0,high,1.0,4573,1
B,Flight,4.0,1,104,7.0,medium,52.0,1083,1
A,Ship,4.0,4,224,5.0,medium,,1184,0
C,Ship,,3,231,3.0,medium,8.0,4991,0
A,Flight,4.0,2,258,5.0,low,,1878,0
B,Ship,4.0,1,227,2.0,high,,3080,1
C,Road,6.0,3,298,,low,1.0,1657,0
C,Ship,5.0,2,254,6.0,?,5.0,1885,0
B,Flight,,5,173,3.0,low,4.0,5265,1
B,Flight,,5,277,4.0,medium,5.0,1845,1
B,Ship,4.0,5,137,2.0,high,,5208,0
B,Ship,5.0,1,248,,medium,,1861,0
B,Ship,4.0,1,266,3.0,low,23.0,3775,1
D,Ship,3.0,3,227,2.0,high,,4269,1
B,Ship,,2,199,4.0,low,,2208,1
F,Flight,4.0,4,196,3.0,low,5.0,5514,0
B,Ship,4.0,5,274,4.0,low,,5145,0
A,?,4.0,5,137,2.0,low,,4055,1
C,Ship,3.0,1,173,2.0,low,7.0,4684,0
F,Ship,4.0,4,247,3.0,low,,2361,1
F,Ship,5.0,2,279,,low,,4785,0
D,Ship,,5,236,3.0,medium,13.0,2171,1
C,Ship,5.0,2,206,4.0,low,5.0,1149,0
B,Ship,,5,199,,medium,,?,1
A,Ship,3.0,1,139,5.0,medium,5.0,4572,0
B,Ship,6.0,3,250,4.0,low,,1618,0
F,Ship,,2,143,,medium,7.0,4486,0
F,Ship,,1,270,2.0,medium,6.0,4966,0
D,?,6.0,1,264,,high,,4435,1
F,Ship,6.0,5,211,6.0,low,3.0,?,0
B,Ship,4.0,4,141,3.0,low,,1735,1
D,Ship,4.0,1,260,2.0,low,,?,1
B,Road,4.0,3,149,4.0,medium,1.0,4678,0
B,Ship,2.0,4,162,3.0,low,34.0,1558,1
D,Ship,4.0,3,156,3.0,medium,,4701,1
D,Road,5.0,2,168,2.0,low,,5225,1
F,Ship,4.0,2,254,7.0,low,6.0,5121,0
F,Road,3.0,1,141,3.0,medium,,1838,1
F,Ship,3.0,1,231,2.0,low,12.0,2123,1
B,Ship,3.0,3,186,,?,24.0,3262,1
A,Road,4.0,1,245,2.0,low,5.0,5324,1
C,Flight,4.0,5,176,2.0,low,1.0,4155,0
F,Road,4.0,3,217,6.0,medium,,1552,0
F,Ship,5.0,2,246,,medium,13.0,2652,1
D,Ship,3.0,2,273,3.0,low,41.0,3464,1
F,Ship,,5,247,10.0,medium,61.0,2206,1
F,Flight,4.0,1,172,3.0,medium,10.0,5106,1
B,Road,3.0,5,205,4.0,low,,5294,0
C,Ship,3.0,3,143,,low,,1630,1
C,Flight,4.0,3,221,4.0,low,1.0,4865,0
B,Ship,4.0,3,184,,low,,4686,0
D,Ship,2.0,5,155,3.0,low,23.0,1602,1
B,Ship,5.0,1,245,3.0,low,,4694,0
C,Ship,3.0,5,169,2.0,low,20.0,1021,1
D,Ship,4.0,3,236,3.0,low,1.0,4752,0
F,Ship,5.0,2,254,5.0,medium,,1926,0
B,Ship,5.0,2,259,2.0,medium,,4607,0
B,Road,3.0,2,238,2.0,medium,,3274,1
F,Road,5.0,5,192,3.0,medium,37.0,2197,1
F,Ship,6.0,3,262,4.0,low,,1563,0
F,Ship,4.0,1,212,2.0,medium,,4969,0
F,Flight,7.0,4,264,4.0,medium,,1265,0
F,Ship,3.0,4,168,3.0,low,,5964,0
A,Ship,4.0,5,127,8.0,low,,1411,1
F,Ship,3.0,1,132,3.0,low,2.0,4785,0
F,Ship,,1,241,3.0,medium,,5184,0
C,Ship,6.0,3,267,,medium,,?,1
D,Ship,5.0,3,223,5.0,medium,,1170,1
F,Ship,4.0,2,246,4.0,medium,,5056,1
B,Ship,4.0,1,208,2.0,low,6.0,5266,0
