Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_low
169,23.0,1058,1,0
229,20.0,2891,1,0
206,6.0,5646,1,0
260,10.0,5911,1,0
218,2.0,5841,0,0
207,10.0,5856,0,0
148,10.0,1099,1,0
149,3.0,4540,0,0
250,5.0,4232,0,0
114,9.0,4452,1,0
245,10.0,5871,1,0
227,10.0,4892,1,1
137,10.0,1391,1,1
262,1.0,1249,0,0
259,10.0,5265,0,1
260,10.0,4747,0,0
170,3.0,4695,1,0
227,10.0,4878,1,0
231,10.0,5194,0,0
192,10.0,4997,1,0
274,59.0,3436,1,0
261,2.0,4140,0,0
178,10.0,1006,1,0
149,10.0,1005,1,0
182,10.0,4183,1,1
174,10.0,4348,0,0
244,6.0,4734,1,0
129,52.0,1513,1,0
202,10.0,3940,1,0
173,10.0,4351,0,0
262,10.0,1627,1,0
150,10.0,5580,0,0
212,5.0,5413,0,0
185,10.0,5474,1,0
250,10.0,4488,1,0
259,10.0,4914,1,0
236,10.0,4132,0,0
168,41.0,1515,1,0
191,2.0,4956,1,0
146,10.0,4381,1,0
289,3.0,1656,1,0
260,10.0,3065,1,0
139,1.0,4606,0,0
151,6.0,1803,0,0
242,10.0,4889,1,0
180,3.0,5780,1,0
145,49.0,1177,1,0
253,10.0,5030,1,1
310,6.0,1139,0,0
133,10.0,5744,1,0
257,3.0,1953,0,0
186,10.0,4556,0,0
208,10.0,1367,1,0
191,8.0,4021,1,0
251,10.0,1434,0,0
212,10.0,4742,0,0
211,10.0,5983,1,0
288,10.0,1806,1,0
155,5.0,4957,1,0
206,10.0,1074,1,0
223,10.0,1010,1,0
254,5.0,1951,0,0
222,8.0,4950,0,0
276,10.0,1662,1,0
273,10.0,1293,0,0
202,10.0,3707,1,0
264,6.0,4247,1,0
144,6.0,5197,1,0
274,6.0,1969,0,0
270,5.0,1747,1,0
175,3.0,4143,0,0
173,10.0,4810,1,0
231,10.0,5112,0,1
274,1.0,4632,0,0
227,7.0,1354,1,0
176,10.0,1909,1,0
206,5.0,4022,0,1
184,10.0,4552,0,0
233,9.0,4541,0,0
154,10.0,4720,1,0
282,10.0,5182,1,0
214,10.0,2924,1,1
149,8.0,5658,1,0
276,10.0,2843,1,1
219,10.0,5660,0,0
116,10.0,1367,0,0
244,10.0,4064,1,0
199,1.0,5865,0,0
254,10.0,4404,0,0
129,58.0,1463,1,0
191,10.0,1367,1,0
177,5.0,1854,0,0
171,6.0,5719,1,0
191,10.0,2028,1,1
183,10.0,2023,1,0
237,8.0,5287,1,0
241,6.0,1367,0,0
199,10.0,3473,1,0
154,10.0,1016,1,0
161,8.0,1247,0,0
278,3.0,2974,1,0
181,10.0,4541,1,0
152,7.0,1367,1,0
181,3.0,5877,0,0
162,10.0,4064,1,0
185,10.0,4574,0,0
239,1.0,1984,0,0
174,1.0,4541,1,0
245,8.0,1403,0,0
217,3.0,5966,0,0
197,10.0,4568,0,0
242,10.0,4026,0,0
238,5.0,5703,0,0
172,1.0,5112,0,1
155,10.0,1712,1,0
201,10.0,1367,1,0
262,4.0,1196,0,0
154,6.0,4744,0,0
228,10.0,4731,1,0
170,10.0,4855,1,0
232,7.0,5219,1,0
258,7.0,1367,0,0
168,3.0,5853,0,0
139,10.0,1767,1,0
192,10.0,4180,1,0
98,10.0,4643,0,0
250,10.0,1662,0,0
247,9.0,5383,0,0
202,51.0,3551,1,0
207,24.0,3702,1,1
232,10.0,5877,0,0
251,3.0,4741,1,1
223,10.0,3622,1,0
197,10.0,5594,1,0
275,10.0,1754,0,0
227,6.0,1667,0,0
232,9.0,1856,0,0
139,10.0,4433,1,0
165,10.0,5745,0,0
274,6.0,3375,1,0
148,2.0,5821,1,1
143,5.0,5545,1,0
210,10.0,4731,1,0
251,2.0,1679,0,0
162,10.0,1693,1,0
154,10.0,1671,1,0
131,10.0,5299,1,0
240,4.0,5101,0,0
275,10.0,1367,0,0
259,2.0,1367,0,0
164,10.0,1555,1,0
198,3.0,5249,0,1
135,8.0,5029,0,0
189,2.0,4152,1,0
190,10.0,1367,1,0
264,63.0,2896,1,0
275,10.0,1373,0,0
289,10.0,1607,1,0
194,10.0,1367,0,0
231,8.0,5021,0,1
133,10.0,4926,0,0
248,10.0,1415,1,0
243,1.0,1367,0,0
271,4.0,4186,1,0
220,9.0,1817,0,0
136,10.0,1446,1,0
183,6.0,4562,1,0
132,10.0,1367,0,0
176,10.0,5656,0,0
134,8.0,5694,0,0
254,10.0,4180,1,0
203,10.0,4311,1,0
152,5.0,5191,0,0
187,10.0,3225,1,0
104,23.0,1442,1,0
203,10.0,4790,1,0
265,30.0,2293,1,0
299,10.0,1527,0,0
177,10.0,5757,0,0
265,10.0,1904,1,0
158,10.0,5602,0,1
153,10.0,1414,1,0
174,10.0,1184,1,0
179,10.0,1437,1,0
156,10.0,1523,1,0
244,7.0,4172,0,0
264,10.0,3439,1,0
255,7.0,3311,1,1
282,10.0,4901,0,0
256,5.0,5643,0,0
259,10.0,1066,1,0
235,9.0,1032,1,0
134,10.0,1198,1,0
151,4.0,5522,0,0
173,10.0,1179,1,0
261,10.0,5731,0,0
175,10.0,1367,1,0
219,10.0,4893,1,0
263,10.0,1123,1,0
269,2.0,1273,1,0
267,9.0,5258,1,0
160,5.0,4435,1,0
205,10.0,1367,1,0
177,10.0,2000,1,1
153,10.0,4578,1,0
255,10.0,1014,0,0
275,10.0,1438,0,0
243,10.0,4750,1,0
168,10.0,1317,1,0
262,10.0,5311,0,0
168,9.0,4608,0,0
191,10.0,4806,1,0
134,10.0,1965,1,0
140,3.0,4191,1,0
153,10.0,1740,1,0
231,4.0,5510,0,0
110,10.0,1367,1,0
268,10.0,1654,1,0
258,2.0,1232,1,0
111,10.0,4711,0,0
271,3.0,5831,1,0
176,10.0,5284,1,0
104,9.0,5652,0,1
202,10.0,4029,0,0
233,9.0,5539,0,0
227,22.0,2460,1,0
201,10.0,5529,0,0
109,10.0,1710,1,0
254,60.0,3590,1,1
206,10.0,4185,1,0
263,10.0,5665,1,0
160,10.0,5527,0,1
221,5.0,4205,1,0
241,10.0,2935,1,0
188,7.0,5673,0,0
233,45.0,2732,1,0
170,3.0,5211,1,0
264,10.0,4863,0,0
241,22.0,3030,1,0
149,21.0,1636,1,0
217,6.0,1483,1,0
226,46.0,3149,1,0
273,10.0,4251,1,0
233,10.0,2671,1,0
250,10.0,4724,0,0
278,10.0,3909,1,0
244,10.0,5857,1,0
184,10.0,4124,1,0
234,3.0,1469,1,0
261,5.0,1837,1,0
249,10.0,5051,1,0
176,10.0,5575,0,0
236,10.0,1551,0,0
212,2.0,2456,1,0
174,4.0,1367,1,0
150,10.0,1319,1,0
110,3.0,4124,0,0
251,10.0,5984,0,0
216,59.0,3088,1,0
190,10.0,3315,1,0
261,1.0,3308,1,0
305,6.0,1873,0,0
245,10.0,4139,0,0
139,10.0,4446,1,1
287,10.0,5972,0,0
216,10.0,1255,0,0
293,10.0,1117,1,0
185,10.0,1367,0,0
254,10.0,1435,0,0
134,10.0,5370,1,0
249,10.0,5418,1,0
181,7.0,5875,0,0
229,3.0,1367,0,0
267,10.0,1818,0,0
195,10.0,3814,1,0
245,10.0,1448,0,0
146,7.0,1367,1,0
218,10.0,4352,1,1
253,8.0,1367,0,0
222,26.0,3137,1,0
210,28.0,3905,1,0
192,1.0,4429,0,0
161,10.0,1367,1,0
260,10.0,5580,0,0
185,42.0,2803,1,0
186,10.0,2062,1,0
217,10.0,1007,1,1
139,10.0,1367,0,0
310,10.0,1989,0,0
195,10.0,4682,0,0
181,10.0,5163,1,0
177,10.0,4648,0,1
159,10.0,4063,0,0
178,10.0,4096,0,0
223,10.0,5560,1,0
150,10.0,4660,1,0
137,10.0,1367,1,0
254,3.0,4072,0,0
234,8.0,4839,1,0
274,10.0,1355,1,0
272,2.0,1754,0,0
259,10.0,1724,1,0
141,10.0,5273,0,0
175,64.0,1860,1,0
236,10.0,2280,1,0
172,10.0,5064,1,0
191,4.0,5851,1,0
245,10.0,4835,1,0
104,6.0,4617,1,0
224,10.0,4653,1,0
211,10.0,3955,1,0
241,2.0,1367,0,0
202,9.0,4917,0,0
169,10.0,4647,0,1
271,10.0,1367,0,0
207,10.0,3770,1,0
285,2.0,1017,1,0
264,10.0,5898,1,0
220,10.0,5572,1,0
256,10.0,1693,1,0
254,35.0,2965,1,0
244,10.0,1913,1,0
245,10.0,5389,0,0
287,1.0,1581,0,0
274,10.0,1141,1,0
244,10.0,5794,0,0
143,10.0,1387,1,0
189,10.0,5898,1,1
146,10.0,5637,1,0
186,10.0,4585,0,0
224,10.0,4553,0,0
166,17.0,1498,1,0
238,3.0,1913,0,0
177,10.0,1058,1,0
248,10.0,4667,0,0
171,4.0,4151,0,0
260,10.0,4071,0,0
102,9.0,4459,1,0
193,47.0,3523,1,0
265,5.0,4951,1,1
233,10.0,2804,1,0
199,10.0,4164,1,0
269,7.0,1249,1,0
227,52.0,3336,1,0
197,10.0,1367,1,0
164,3.0,5318,1,0
221,7.0,5477,0,1
234,2.0,2008,1,1
257,1.0,1778,1,0
234,10.0,1367,1,0
252,10.0,4248,0,1
244,10.0,1699,0,0
257,5.0,4180,0,0
149,10.0,1225,1,0
211,2.0,4611,0,0
203,10.0,4190,1,1
150,10.0,1034,1,0
149,19.0,1665,1,0
205,10.0,1367,1,1
200,16.0,2060,1,0
273,9.0,1367,0,0
243,10.0,4811,0,0
262,10.0,5738,0,0
272,10.0,1045,0,0
151,40.0,1173,1,0
266,4.0,5928,1,0
298,8.0,1437,1,0
286,37.0,2938,1,0
105,10.0,1622,1,1
221,1.0,5391,0,0
194,10.0,5168,1,0
173,10.0,4892,0,0
175,10.0,5047,1,0
200,3.0,5739,0,0
225,10.0,4080,1,0
101,1.0,5560,0,0
264,1.0,1660,1,0
180,10.0,4907,1,0
187,29.0,2863,1,0
210,4.0,5683,0,0
253,10.0,3836,1,0
142,2.0,5692,0,0
233,5.0,5330,0,1
184,3.0,1705,1,0
225,10.0,4829,1,0
232,10.0,5828,0,0
236,62.0,3365,1,0
224,34.0,2627,1,0
171,10.0,1367,1,0
169,61.0,1511,1,0
214,50.0,3628,1,1
231,10.0,1465,1,0
202,39.0,1367,1,0
264,6.0,1736,1,0
272,10.0,4559,0,1
199,10.0,5557,1,0
185,10.0,4336,1,0
147,10.0,4120,1,0
204,10.0,4757,0,0
306,10.0,1595,0,0
213,10.0,4862,0,0
191,17.0,3675,1,0
179,57.0,1582,1,1
109,10.0,1479,1,1
250,7.0,1367,0,0
260,2.0,1128,0,0
282,8.0,1375,0,0
196,2.0,5840,0,0
226,10.0,1223,1,0
190,10.0,4554,0,0
254,10.0,1865,1,0
259,10.0,4223,1,0
291,2.0,1216,1,0
135,2.0,5860,0,0
254,8.0,1932,0,0
264,5.0,1397,0,0
160,10.0,5520,1,0
254,4.0,5611,1,0
203,10.0,5917,1,0
272,49.0,2803,1,0
188,3.0,3837,1,0
255,10.0,1886,0,0
123,53.0,1036,1,0
182,58.0,3943,1,0
139,56.0,1811,1,0
280,10.0,5156,0,0
241,2.0,4836,1,1
227,3.0,1242,1,0
282,6.0,1800,0,0
181,10.0,3719,1,0
221,10.0,4388,0,0
149,10.0,4654,0,0
209,10.0,4540,0,1
156,49.0,1253,1,0
274,7.0,5036,1,0
241,10.0,3671,1,0
211,10.0,6000,0,0
249,10.0,2029,1,0
267,1.0,1367,1,0
233,4.0,1924,1,0
140,10.0,1831,1,0
132,10.0,1343,1,0
186,10.0,4524,0,0
243,10.0,3850,1,0
222,16.0,2518,1,0
160,29.0,1952,1,0
258,10.0,1665,1,0
169,10.0,5580,0,0
209,9.0,5565,0,0
274,10.0,5981,1,0
209,5.0,5831,0,0
255,6.0,1610,0,0
273,8.0,4896,0,0
215,10.0,2258,1,0
194,2.0,5396,0,0
231,10.0,5917,1,0
186,10.0,5522,0,0
169,2.0,4188,0,0
224,10.0,4405,0,0
197,10.0,1367,1,0
160,10.0,5062,0,0
217,5.0,1360,1,0
199,10.0,5547,1,1
138,23.0,1367,1,0
176,2.0,5751,1,0
218,10.0,2304,1,0
127,43.0,1446,1,0
248,10.0,5881,1,0
176,10.0,1177,1,0
160,10.0,4599,0,1
257,9.0,5085,1,0
243,10.0,4170,1,0
252,10.0,4013,1,0
167,10.0,1967,1,1
255,10.0,4628,1,0
226,5.0,1981,1,0
225,10.0,5209,0,0
219,10.0,2027,1,0
236,43.0,2584,1,0
210,10.0,2444,1,0
160,10.0,4665,0,0
156,5.0,4946,1,0
198,10.0,5662,0,1
146,10.0,5375,0,0
164,10.0,1439,1,0
248,8.0,4540,0,0
163,35.0,1547,1,0
152,10.0,1709,1,0
166,10.0,4759,1,0
209,9.0,5131,0,0
194,10.0,5780,1,0
212,3.0,4389,0,1
161,1.0,1642,1,0
275,10.0,5008,0,0
246,9.0,5795,0,0
263,13.0,2779,1,0
253,10.0,1367,0,0
246,7.0,5616,0,0
204,10.0,4943,0,0
216,10.0,3202,1,1
178,10.0,1079,1,0
155,10.0,1367,1,0
180,2.0,1367,1,0
140,6.0,4488,1,0
211,1.0,5913,1,0
220,10.0,5653,0,0
150,9.0,4100,0,0
306,10.0,1210,0,0
139,47.0,1241,1,0
247,3.0,1946,0,0
256,50.0,3837,1,0
185,10.0,1367,1,0
179,10.0,1063,1,0
242,10.0,4805,0,1
214,10.0,4717,0,0
131,1.0,1628,0,0
218,10.0,4364,1,0
180,10.0,1200,1,1
251,10.0,1482,0,0
168,10.0,4240,0,0
211,56.0,3654,1,0
227,10.0,3100,1,0
244,10.0,1367,1,0
219,8.0,1419,1,0
306,10.0,1630,0,0
176,10.0,1767,1,0
234,10.0,4568,1,1
222,10.0,4597,0,0
208,10.0,4039,0,0
226,10.0,1367,0,0
253,9.0,5530,0,0
223,64.0,3595,1,0
140,2.0,5042,0,0
236,10.0,3290,1,0
260,10.0,4986,0,0
196,52.0,2129,1,0
191,10.0,2039,1,0
263,4.0,4042,1,0
250,1.0,4347,0,0
176,10.0,4376,1,0
257,3.0,5656,1,0
173,10.0,5927,1,0
180,10.0,4329,0,0
226,10.0,1367,1,0
191,6.0,5335,1,1
233,4.0,1668,0,0
252,10.0,5050,0,0
280,10.0,1866,1,0
275,6.0,1513,0,0
207,4.0,4099,0,0
185,1.0,4786,0,0
196,10.0,4474,0,0
223,7.0,5935,0,0
260,3.0,4661,1,0
224,10.0,4862,1,0
246,2.0,1024,1,0
144,3.0,5807,1,0
139,10.0,4648,0,0
135,10.0,1989,1,0
194,10.0,5726,1,0
182,10.0,3580,1,0
264,27.0,2019,1,0
100,3.0,5756,0,0
182,2.0,5760,0,0
261,10.0,1217,1,0
134,5.0,5090,0,0
269,2.0,5616,1,1
242,10.0,4943,0,0
224,10.0,4616,0,0
234,10.0,1871,0,0
207,1.0,4019,0,0
154,10.0,5480,0,0
244,10.0,4078,1,0
257,10.0,1812,0,0
256,5.0,1080,1,0
150,3.0,4174,0,0
161,10.0,1928,1,0
199,10.0,4659,0,0
240,10.0,4986,1,0
205,10.0,4756,0,1
251,8.0,5232,0,0
164,10.0,1976,1,0
274,10.0,1452,0,0
269,8.0,5833,1,0
267,7.0,4486,1,0
280,2.0,1753,0,0
219,10.0,3402,1,0
160,3.0,5662,0,0
244,9.0,1789,1,0
153,5.0,5162,0,0
206,10.0,3104,1,0
138,10.0,5687,1,0
186,10.0,4536,0,0
269,47.0,4000,1,1
228,10.0,3631,1,0
162,8.0,1367,1,0
199,10.0,3351,1,0
163,10.0,5021,0,0
224,8.0,1367,0,1
250,10.0,4830,1,0
194,10.0,5171,1,0
218,10.0,3770,1,0
264,10.0,3409,1,0
194,10.0,4777,0,0
194,4.0,3496,1,0
273,10.0,1409,0,0
222,2.0,5140,0,0
248,3.0,1642,1,0
177,10.0,4551,0,0
245,47.0,3111,1,1
139,2.0,4217,1,0
267,10.0,1716,1,0
277,3.0,1367,1,0
252,10.0,5459,1,0
202,34.0,3885,1,0
169,10.0,5673,0,0
222,10.0,3778,1,0
206,1.0,1593,0,0
273,10.0,2373,1,0
170,3.0,4049,0,0
192,3.0,4030,0,0
191,6.0,4563,0,0
273,2.0,4948,0,0
215,7.0,5988,1,0
260,10.0,5595,1,0
295,6.0,1611,0,0
261,10.0,1434,1,0
260,10.0,1257,0,0
223,10.0,4905,1,0
201,10.0,5721,1,0
257,9.0,5088,0,0
185,10.0,4816,1,1
181,10.0,1367,0,0
159,2.0,1048,1,0
171,11.0,1594,1,0
219,10.0,4518,0,0
259,3.0,4509,0,0
269,10.0,1367,0,0
250,9.0,1897,0,0
128,7.0,5675,1,0
169,5.0,5743,0,0
148,9.0,1367,0,0
205,10.0,4157,1,0
232,10.0,5629,1,0
188,6.0,4234,1,1
249,10.0,4396,0,0
160,7.0,5147,0,0
222,1.0,5028,1,0
195,23.0,3499,1,0
133,4.0,4724,0,0
172,3.0,5538,1,0
235,5.0,4506,0,0
134,10.0,4693,0,0
174,12.0,1358,1,0
253,10.0,5159,1,0
250,10.0,5688,0,0
219,10.0,3684,1,0
217,10.0,3067,1,1
226,10.0,5576,0,0
101,6.0,5080,1,0
282,10.0,1716,0,0
272,7.0,1706,1,0
247,19.0,3838,1,0
261,9.0,1227,1,0
266,8.0,4786,1,0
227,10.0,3952,1,0
143,10.0,1910,1,0
159,10.0,4876,0,0
101,10.0,4353,0,0
189,10.0,3474,1,0
305,10.0,1384,0,0
250,46.0,2878,1,0
150,6.0,5355,0,0
250,9.0,5322,1,0
194,10.0,5534,0,0
137,38.0,1647,1,0
159,46.0,1857,1,0
263,3.0,1740,1,0
168,10.0,1227,1,0
155,4.0,1548,1,0
185,10.0,2583,1,0
172,4.0,4668,0,0
169,4.0,5716,0,0
203,10.0,5735,0,0
144,5.0,5867,0,0
144,10.0,4629,1,0
283,9.0,5252,1,0
158,10.0,1284,1,0
165,10.0,1831,1,0
246,1.0,5650,1,0
247,10.0,5376,1,0
191,19.0,2392,1,0
151,10.0,1273,1,0
212,10.0,4552,0,0
250,2.0,5206,0,0
170,7.0,4957,1,0
239,10.0,1429,0,0
219,6.0,1553,0,0
210,4.0,4525,1,0
274,10.0,1512,0,0
210,22.0,3124,1,0
141,10.0,1417,1,0
161,10.0,4789,0,0
177,10.0,1159,1,0
177,10.0,4904,0,0
244,10.0,5325,1,0
246,10.0,1367,1,0
253,10.0,2955,1,0
235,10.0,5116,0,0
305,10.0,1198,0,0
234,10.0,1367,0,0
189,10.0,2888,1,0
198,7.0,4020,0,0
287,10.0,1660,0,0
136,62.0,1090,1,0
237,10.0,1526,0,0
269,3.0,5976,0,0
282,5.0,4644,1,0
269,10.0,5703,1,0
255,10.0,1805,0,0
153,10.0,4359,0,0
218,2.0,4949,0,0
250,2.0,4183,0,0
241,10.0,5134,1,0
150,6.0,5854,1,0
255,10.0,1654,1,0
216,40.0,2668,1,0
275,2.0,4086,1,0
270,9.0,5085,1,0
159,10.0,5545,0,0
156,10.0,1127,1,0
174,6.0,4677,0,0
199,1.0,4697,1,0
147,13.0,1657,1,0
184,2.0,4357,1,0
113,9.0,1957,1,0
177,7.0,5599,1,1
156,10.0,5937,0,0
148,7.0,5034,1,1
269,10.0,1022,0,0
133,6.0,5464,1,0
132,16.0,1731,1,0
270,10.0,3908,1,1
137,5.0,5095,0,0
166,10.0,1741,1,0
281,10.0,2536,1,0
208,10.0,3442,1,0
203,10.0,3607,1,0
111,5.0,4038,1,0
264,10.0,2837,1,0
163,10.0,4570,0,0
147,10.0,1132,1,0
245,10.0,5982,1,0
160,10.0,1689,1,0
238,4.0,4206,0,0
215,10.0,3066,1,0
118,40.0,1014,1,0
190,4.0,5069,0,0
165,10.0,4080,1,0
238,10.0,1898,0,0
165,10.0,5313,0,0
188,10.0,4031,1,0
160,10.0,1085,1,0
198,9.0,4250,1,0
261,10.0,5303,1,1
148,5.0,5790,0,0
272,10.0,2226,1,0
241,2.0,5448,0,0
238,10.0,5328,0,0
134,3.0,5233,0,0
149,8.0,5460,1,0
184,10.0,4782,0,0
232,10.0,4662,1,0
149,9.0,4310,0,0
237,10.0,1978,1,0
271,6.0,1450,1,0
142,10.0,5341,0,1
150,9.0,4917,1,0
138,40.0,1117,1,0
243,6.0,1898,1,0
151,10.0,5643,1,0
209,10.0,2603,1,0
178,10.0,4811,0,0
101,10.0,4146,0,0
249,10.0,1887,0,0
145,8.0,5127,0,0
204,10.0,4717,1,0
298,10.0,1853,0,0
240,10.0,4888,1,0
207,4.0,5227,1,0
271,10.0,4878,0,0
253,3.0,4676,1,0
264,10.0,1962,1,0
156,1.0,5533,1,0
291,7.0,1046,0,0
209,12.0,3054,1,0
215,10.0,4828,1,0
245,4.0,1653,1,0
236,2.0,4298,0,0
263,10.0,1367,1,0
226,8.0,5000,0,0
133,6.0,5162,0,0
175,10.0,4269,0,0
250,3.0,1777,1,0
108,10.0,4645,0,0
221,10.0,1123,1,0
198,1.0,5846,1,0
246,10.0,5473,1,0
193,10.0,5706,0,0
236,10.0,4114,0,0
154,10.0,4990,1,0
194,10.0,4295,1,0
167,10.0,1973,1,0
196,10.0,4141,1,0
264,10.0,2754,1,1
270,56.0,3251,1,0
147,10.0,1934,1,0
140,10.0,1411,1,0
230,2.0,4742,1,0
260,10.0,1930,1,0
151,10.0,5469,0,0
248,10.0,3707,1,0
186,10.0,3981,1,0
176,10.0,1730,1,0
171,11.0,1282,1,0
138,10.0,1530,1,0
275,7.0,1767,0,0
203,10.0,4185,0,0
128,17.0,1824,1,0
185,10.0,4322,1,0
265,10.0,4741,0,0
117,4.0,5332,0,0
196,9.0,4741,1,0
227,10.0,4388,0,0
208,5.0,5661,0,0
216,3.0,4750,0,0
213,10.0,1367,1,0
183,53.0,1367,1,0
251,10.0,1616,1,0
247,10.0,4242,0,1
264,10.0,5972,0,0
267,53.0,3742,1,0
215,22.0,2585,1,0
180,1.0,4407,0,1
177,10.0,5878,1,0
135,57.0,1367,1,0
237,4.0,4747,1,0
138,10.0,5534,0,0
285,16.0,2223,1,0
164,8.0,5717,0,0
267,10.0,1933,1,0
265,4.0,4249,0,0
229,10.0,4271,1,0
248,10.0,5783,0,0
187,10.0,4292,1,0
189,10.0,4718,0,0
196,10.0,1694,1,0
245,5.0,4523,0,0
254,10.0,1367,0,0
148,6.0,4802,0,0
173,5.0,4776,1,0
143,10.0,1360,1,0
294,2.0,1273,1,0
154,8.0,4006,0,0
221,7.0,1958,1,0
174,4.0,4295,1,0
239,10.0,2988,1,0
146,10.0,1899,1,0
293,2.0,1494,0,0
184,9.0,4649,1,0
252,10.0,2332,1,0
269,2.0,2136,1,0
173,60.0,1582,1,1
192,10.0,3873,1,0
246,31.0,2415,1,0
219,4.0,1367,0,0
167,10.0,4289,1,0
238,8.0,5769,0,0
244,10.0,1199,0,0
308,10.0,1260,1,0
229,10.0,5001,0,0
280,6.0,1735,1,0
256,10.0,3658,1,0
271,10.0,1367,0,0
245,10.0,4427,0,0
266,10.0,5901,0,0
219,10.0,1116,0,0
295,10.0,1600,0,0
251,10.0,1367,1,0
221,10.0,5005,1,1
209,10.0,5461,0,0
249,10.0,1762,1,0
218,7.0,1367,0,0
166,6.0,1367,1,0
237,10.0,4541,0,0
226,5.0,1659,0,0
286,4.0,4889,0,0
149,10.0,5944,1,0
133,10.0,4004,1,0
161,10.0,1367,1,1
163,5.0,4440,0,0
236,10.0,4744,0,1
193,64.0,2867,1,0
202,10.0,2881,1,0
241,10.0,5602,1,0
111,10.0,1787,1,1
145,10.0,5802,1,0
250,10.0,4922,1,0
228,10.0,4854,1,0
227,10.0,2589,1,0
162,57.0,1233,1,1
213,10.0,4114,0,0
203,58.0,3231,1,0
254,10.0,1367,0,0
266,3.0,5773,1,0
140,10.0,5300,0,0
220,10.0,5503,0,0
121,10.0,1367,1,0
150,2.0,5301,0,0
169,10.0,4636,1,0
230,1.0,4727,0,0
275,10.0,1585,0,0
179,10.0,1584,1,0
222,5.0,1329,0,0
142,10.0,4780,0,0
240,10.0,4787,0,0
256,10.0,4070,0,0
301,10.0,1747,1,0
244,3.0,1174,0,0
216,3.0,4887,1,0
201,37.0,3402,1,0
120,10.0,1534,1,0
269,3.0,5032,1,0
251,10.0,4458,0,0
221,10.0,4114,1,0
183,10.0,5082,0,0
154,10.0,5317,0,1
275,7.0,5292,0,0
242,35.0,3215,1,0
176,10.0,5061,0,0
163,29.0,1349,1,0
266,9.0,5908,1,0
249,10.0,1561,0,0
165,7.0,5856,0,0
281,7.0,1599,1,0
158,10.0,1367,0,1
165,10.0,1905,1,0
198,44.0,2848,1,0
268,6.0,2206,1,0
204,10.0,4534,0,0
257,3.0,1367,1,0
246,10.0,4707,1,0
267,7.0,5292,0,0
180,10.0,4346,0,1
134,9.0,5045,0,0
267,10.0,1367,1,0
151,6.0,4279,0,0
149,3.0,4781,1,0
221,10.0,4715,1,0
199,7.0,4377,1,0
263,7.0,5216,1,1
183,1.0,5959,1,0
169,10.0,1665,1,0
254,10.0,4363,0,0
222,10.0,1861,0,0
201,1.0,3147,1,0
248,10.0,1475,1,0
153,36.0,1171,1,0
211,10.0,5883,1,0
149,10.0,1367,1,0
230,10.0,4970,1,0
175,10.0,4833,1,0
283,18.0,3077,1,0
278,10.0,1785,0,0
226,10.0,2582,1,0
304,10.0,1215,1,0
132,10.0,4475,1,0
281,10.0,1220,0,0
237,10.0,1709,0,0
205,2.0,1648,0,0
264,39.0,3719,1,0
237,10.0,1495,1,0
152,10.0,5396,0,1
127,15.0,1522,1,0
251,3.0,1297,0,0
98,10.0,5188,0,0
193,4.0,5757,1,1
175,2.0,4053,0,0
163,45.0,1395,1,0
161,10.0,1367,1,1
243,9.0,1258,1,0
272,1.0,1367,1,0
171,10.0,4994,0,0
197,10.0,2710,1,0
152,65.0,1706,1,0
205,6.0,4254,0,0
217,10.0,4907,1,0
271,2.0,1367,0,0
171,10.0,5859,0,0
137,1.0,4539,0,0
263,6.0,2715,1,0
177,2.0,4906,1,0
180,24.0,1513,1,0
249,10.0,5580,1,0
254,10.0,1626,0,0
180,9.0,5105,1,0
245,10.0,4298,0,1
217,10.0,4247,1,0
163,10.0,1658,1,0
266,49.0,2643,1,1
309,10.0,1771,1,0
177,10.0,4199,1,0
98,10.0,1367,1,0
249,10.0,4933,0,0
151,12.0,1145,1,0
234,10.0,2615,1,0
164,10.0,4134,0,0
164,6.0,4432,1,0
154,17.0,1897,1,1
222,55.0,3833,1,0
188,10.0,5085,1,0
159,10.0,1124,1,0
198,9.0,4526,0,0
183,10.0,2181,1,0
155,35.0,1421,1,0
248,10.0,1367,0,1
271,3.0,4152,0,0
143,8.0,5291,0,0
267,52.0,2949,1,0
209,7.0,4808,1,0
266,6.0,5758,1,0
263,10.0,1874,0,0
263,9.0,1551,0,0
140,4.0,5924,1,0
272,1.0,5666,0,0
196,10.0,4203,1,0
154,4.0,1009,1,1
147,10.0,1145,1,0
184,3.0,4331,0,1
219,39.0,2696,1,0
309,10.0,1712,0,0
280,3.0,5034,0,0
187,7.0,5417,0,0
153,6.0,1314,1,0
243,10.0,4076,0,0
283,8.0,1404,0,0
190,12.0,3115,1,0
165,44.0,1320,1,0
136,10.0,4933,0,0
247,10.0,5749,1,0
182,14.0,3751,1,0
155,10.0,1043,1,0
152,6.0,5749,1,0
117,10.0,1618,1,0
304,10.0,1949,1,0
163,10.0,5002,1,0
241,4.0,1348,1,0
199,10.0,5127,0,1
136,10.0,1370,0,0
159,3.0,5230,1,0
282,10.0,1857,1,0
178,22.0,1907,1,1
239,10.0,5910,0,1
233,10.0,1040,1,0
174,10.0,4295,0,0
272,10.0,5927,0,1
244,1.0,2703,1,0
271,10.0,5875,0,0
251,10.0,4374,1,0
280,10.0,1199,1,0
152,3.0,1340,0,0
298,10.0,1520,0,0
187,10.0,2481,1,0
