Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
5.0,5,190,4.0,10,3644,0,0,0,0,1,0,1,0,0,0,1
2.0,3,164,0.0,10,1689,0,0,0,0,1,0,0,1,0,0,1
0.0,3,237,5.0,10,1567,0,0,1,0,0,0,1,0,0,0,1
4.0,5,259,5.0,9,3951,0,0,1,0,0,0,0,1,0,1,0
3.0,2,255,7.0,10,5282,0,0,0,1,0,0,0,1,0,0,1
4.0,3,257,3.0,10,2489,0,0,0,0,1,0,0,1,0,0,1
4.0,3,97,6.0,10,4375,0,0,0,0,1,0,0,1,0,1,0
3.0,1,174,6.0,4,4910,0,1,0,0,0,0,0,1,0,0,1
4.0,2,149,5.0,8,4209,0,0,1,0,0,0,0,1,0,0,1
5.0,4,138,2.0,10,5885,0,0,0,0,1,1,0,0,0,0,1
3.0,2,158,2.0,8,5907,0,1,0,0,0,0,0,1,0,0,1
5.0,4,178,2.0,10,5307,0,0,0,0,1,1,0,0,0,1,0
4.0,2,211,3.0,4,5989,0,1,0,0,0,0,0,1,0,1,0
5.0,4,184,3.0,1,4208,0,0,1,0,0,0,0,1,0,1,0
2.0,5,166,3.0,3,1832,0,0,0,0,1,0,0,1,0,0,1
0.0,2,116,2.0,22,1430,0,1,0,0,0,0,0,1,0,1,0
2.0,4,255,7.0,10,5224,0,1,0,0,0,0,0,1,0,1,0
3.0,4,254,3.0,10,3538,0,0,0,0,1,0,0,1,1,0,0
0.0,4,154,2.0,10,4998,0,0,1,0,0,0,1,0,1,0,0
3.0,1,269,4.0,10,5107,1,0,0,0,0,0,1,0,0,1,0
4.0,4,185,3.0,9,4469,0,0,0,0,1,0,0,1,0,0,1
0.0,3,103,2.0,10,5146,0,0,0,0,1,0,1,0,0,1,0
5.0,5,149,3.0,9,5979,0,1,0,0,0,0,0,1,0,0,1
2.0,3,219,4.0,9,4086,0,0,1,0,0,1,0,0,0,1,0
2.0,5,201,3.0,10,3894,0,1,0,0,0,0,1,0,0,0,1
4.0,2,238,3.0,28,1915,0,0,0,1,0,1,0,0,0,1,0
4.0,1,253,5.0,10,1362,0,0,1,0,0,1,0,0,0,1,0
7.0,1,301,4.0,10,1869,0,0,0,1,0,0,0,1,0,1,0
4.0,3,161,2.0,3,4391,0,0,0,1,0,0,1,0,0,0,1
4.0,2,221,3.0,10,4856,0,0,0,1,0,0,0,1,0,1,0
5.0,5,180,5.0,35,1725,0,1,0,0,0,0,0,1,0,0,1
6.0,5,274,4.0,10,1066,0,0,0,0,1,0,1,0,0,1,0
4.0,3,145,4.0,2,5735,1,0,0,0,0,1,0,0,0,0,1
4.0,5,228,4.0,10,4750,0,0,0,0,1,0,0,1,0,1,0
3.0,4,229,3.0,46,3951,0,0,0,0,1,1,0,0,0,0,1
4.0,5,253,7.0,10,3825,1,0,0,0,0,0,0,1,0,0,1
5.0,5,287,0.0,10,1509,0,0,0,1,0,0,0,1,0,1,0
5.0,2,265,4.0,10,4883,0,0,1,0,0,0,0,1,0,1,0
2.0,4,225,10.0,46,2690,0,1,0,0,0,1,0,0,1,0,0
3.0,5,251,2.0,10,2426,1,0,0,0,0,0,0,1,1,0,0
0.0,5,216,2.0,57,3807,0,0,0,0,1,0,0,1,0,0,1
5.0,5,262,5.0,10,1400,0,0,0,1,0,0,0,1,0,1,0
0.0,2,271,4.0,10,1893,0,0,0,0,1,0,0,1,0,1,0
3.0,4,229,2.0,51,2628,1,0,0,0,0,0,0,1,0,1,0
5.0,1,242,0.0,8,1815,0,1,0,0,0,0,1,0,0,1,0
5.0,3,226,2.0,10,4219,0,1,0,0,0,1,0,0,1,0,0
0.0,4,185,2.0,10,2849,0,1,0,0,0,0,0,1,0,1,0
0.0,3,205,2.0,2,3951,1,0,0,0,0,0,0,1,0,0,1
3.0,3,270,3.0,7,4152,0,0,0,0,1,0,0,1,0,1,0
4.0,5,147,2.0,10,3951,0,0,0,0,1,0,0,1,0,1,0
0.0,2,202,4.0,56,3098,0,0,1,0,0,0,0,1,0,0,1
5.0,5,239,6.0,9,1417,0,0,0,0,1,0,0,1,0,1,0
3.0,2,224,3.0,40,2180,0,0,0,0,1,0,1,0,0,1,0
0.0,4,238,2.0,10,4723,0,1,0,0,0,0,0,1,0,1,0
5.0,3,237,0.0,2,1869,0,1,0,0,0,0,1,0,0,0,1
5.0,3,287,0.0,2,1437,0,0,0,1,0,1,0,0,0,1,0
5.0,4,219,2.0,10,4919,0,0,0,0,1,0,0,1,0,0,1
0.0,4,220,3.0,10,5078,0,0,0,0,1,0,0,1,0,0,1
3.0,1,101,0.0,56,1184,0,0,0,0,1,0,0,1,0,0,1
3.0,4,251,10.0,2,4336,0,0,0,0,1,0,1,0,0,0,1
7.0,2,248,4.0,10,1163,0,1,0,0,0,1,0,0,0,0,1
5.0,1,161,2.0,10,4108,0,0,1,0,0,0,0,1,0,0,1
3.0,3,201,2.0,10,5361,0,0,0,0,1,0,0,1,0,1,0
5.0,3,238,5.0,10,1848,0,0,0,1,0,0,0,1,1,0,0
4.0,5,239,3.0,1,5482,0,0,0,0,1,0,0,1,0,0,1
3.0,2,240,3.0,10,4804,0,0,0,1,0,0,0,1,0,0,1
4.0,4,177,5.0,10,4070,0,0,0,0,1,0,1,0,0,0,1
5.0,5,167,8.0,44,1547,0,0,0,0,1,0,0,1,0,1,0
4.0,1,224,3.0,10,5546,0,1,0,0,0,0,0,1,0,1,0
4.0,1,157,5.0,10,4871,1,0,0,0,0,0,0,1,0,1,0
3.0,1,165,3.0,10,5823,1,0,0,0,0,0,0,1,0,1,0
3.0,2,177,3.0,10,1641,0,1,0,0,0,0,0,1,0,1,0
4.0,1,240,2.0,14,2437,0,0,0,1,0,0,1,0,0,1,0
0.0,5,251,5.0,8,4573,0,0,0,1,0,0,0,1,1,0,0
5.0,3,219,4.0,10,4096,1,0,0,0,0,0,0,1,0,0,1
4.0,3,206,4.0,10,4596,0,0,0,0,1,0,0,1,0,1,0
6.0,5,244,3.0,10,5634,0,0,0,0,1,0,0,1,0,1,0
4.0,3,134,4.0,8,4879,0,1,0,0,0,0,0,1,0,1,0
0.0,1,159,4.0,38,3951,0,0,0,1,0,0,1,0,0,1,0
3.0,5,243,3.0,10,4383,0,0,0,1,0,0,0,1,0,0,1
4.0,1,165,3.0,51,1293,0,0,0,0,1,0,1,0,0,0,1
3.0,3,139,2.0,9,1177,0,1,0,0,0,0,0,1,0,1,0
5.0,2,149,4.0,10,1068,1,0,0,0,0,1,0,0,0,1,0
0.0,1,181,4.0,46,2399,0,0,0,1,0,0,0,1,0,1,0
0.0,4,286,4.0,10,1539,0,0,0,0,1,0,0,1,0,0,1
0.0,1,233,6.0,10,5406,0,1,0,0,0,0,0,1,0,0,1
0.0,1,263,3.0,5,4782,0,0,1,0,0,0,0,1,1,0,0
4.0,3,226,3.0,1,5433,0,1,0,0,0,0,1,0,0,0,1
0.0,2,240,6.0,3,5967,0,0,0,1,0,0,0,1,0,1,0
5.0,1,202,4.0,2,5748,0,1,0,0,0,0,1,0,0,1,0
2.0,1,188,2.0,10,5250,1,0,0,0,0,0,1,0,0,1,0
0.0,5,119,3.0,7,1021,0,0,0,0,1,0,0,1,0,0,1
4.0,2,268,2.0,8,4219,0,0,0,0,1,0,0,1,0,0,1
0.0,4,269,4.0,10,4267,0,1,0,0,0,0,0,1,0,1,0
6.0,1,265,0.0,10,1345,1,0,0,0,0,0,1,0,0,1,0
5.0,4,262,6.0,10,1177,1,0,0,0,0,0,0,1,0,0,1
3.0,3,208,3.0,10,3783,1,0,0,0,0,0,0,1,0,0,1
6.0,1,268,4.0,10,1958,0,0,0,1,0,0,0,1,0,0,1
2.0,5,228,2.0,49,3024,1,0,0,0,0,0,0,1,0,1,0
4.0,4,183,2.0,10,4572,0,0,0,0,1,0,1,0,0,1,0
3.0,1,257,2.0,10,3496,0,0,0,0,1,0,0,1,0,1,0
3.0,4,210,3.0,7,2878,1,0,0,0,0,0,0,1,0,1,0
6.0,2,309,4.0,10,1782,1,0,0,0,0,0,0,1,0,0,1
4.0,5,183,2.0,10,4741,0,0,0,0,1,0,0,1,0,1,0
5.0,4,271,5.0,10,1320,0,1,0,0,0,0,0,1,0,1,0
3.0,3,164,3.0,10,5170,0,0,1,0,0,0,0,1,1,0,0
5.0,5,210,6.0,3,5051,0,0,0,1,0,1,0,0,0,1,0
5.0,3,219,6.0,9,1019,1,0,0,0,0,1,0,0,0,1,0
3.0,5,115,2.0,10,4200,0,0,0,0,1,1,0,0,0,1,0
0.0,2,191,2.0,11,3985,0,0,1,0,0,0,1,0,0,1,0
6.0,4,161,4.0,3,1747,0,1,0,0,0,0,0,1,0,0,1
4.0,4,209,3.0,44,2075,1,0,0,0,0,0,0,1,0,1,0
3.0,3,149,2.0,3,4527,0,0,0,0,1,1,0,0,0,0,1
0.0,2,202,2.0,5,5135,0,0,0,1,0,0,0,1,0,0,1
3.0,3,265,0.0,8,5070,0,1,0,0,0,1,0,0,0,0,1
3.0,4,267,3.0,10,5337,0,1,0,0,0,0,0,1,1,0,0
4.0,5,233,5.0,10,2648,0,0,0,1,0,0,0,1,0,0,1
3.0,2,262,3.0,54,3150,0,0,0,0,1,0,0,1,0,1,0
4.0,2,259,2.0,54,2244,0,0,0,0,1,0,0,1,0,0,1
0.0,5,268,4.0,9,4208,0,1,0,0,0,1,0,0,0,1,0
3.0,1,159,3.0,10,4784,0,0,0,1,0,0,0,1,0,1,0
4.0,1,135,2.0,10,1009,0,0,0,0,1,0,0,1,1,0,0
2.0,3,197,3.0,7,4632,0,0,0,1,0,0,0,1,0,1,0
0.0,2,203,5.0,10,1856,0,0,0,0,1,0,0,1,0,0,1
6.0,5,275,4.0,10,1553,0,0,0,0,1,1,0,0,0,1,0
0.0,2,224,3.0,10,4271,0,0,0,0,1,1,0,0,1,0,0
3.0,2,207,2.0,10,4070,0,0,1,0,0,0,0,1,0,0,1
0.0,2,151,6.0,10,1920,0,0,0,0,1,0,0,1,0,0,1
4.0,1,167,3.0,10,1616,0,0,0,0,1,1,0,0,0,1,0
5.0,3,146,3.0,41,1204,0,0,0,0,1,0,0,1,0,1,0
4.0,4,150,3.0,9,1620,0,0,0,0,1,0,0,1,1,0,0
4.0,1,226,5.0,10,1723,1,0,0,0,0,0,0,1,0,0,1
0.0,2,135,7.0,10,4901,0,0,0,1,0,0,0,1,0,0,1
4.0,1,173,4.0,1,4684,0,0,0,0,1,0,1,0,0,0,1
5.0,5,218,5.0,5,4303,0,0,0,0,1,0,0,1,0,1,0
6.0,5,253,4.0,8,1899,0,1,0,0,0,0,0,1,0,0,1
4.0,2,229,4.0,32,3518,0,0,0,0,1,1,0,0,0,1,0
2.0,2,278,2.0,10,4318,0,0,0,0,1,0,0,1,0,0,1
6.0,2,181,4.0,6,3003,0,0,0,0,1,0,0,1,1,0,0
0.0,3,268,5.0,10,1660,0,0,0,0,1,0,0,1,0,0,1
5.0,1,179,3.0,10,5814,0,0,0,0,1,0,0,1,0,1,0
4.0,2,266,4.0,7,4639,0,1,0,0,0,0,0,1,0,1,0
4.0,4,181,3.0,1,5444,0,1,0,0,0,0,0,1,0,0,1
2.0,5,125,0.0,5,5866,0,0,0,0,1,0,0,1,0,1,0
5.0,5,225,4.0,10,5274,0,0,0,0,1,1,0,0,1,0,0
4.0,1,235,5.0,10,1821,0,0,0,0,1,0,0,1,0,1,0
5.0,4,217,2.0,10,4380,0,0,1,0,0,0,1,0,0,0,1
5.0,5,269,5.0,6,1630,0,0,0,0,1,0,1,0,0,1,0
5.0,2,173,2.0,10,4741,0,1,0,0,0,1,0,0,1,0,0
4.0,1,167,3.0,22,1403,1,0,0,0,0,0,0,1,1,0,0
0.0,4,175,5.0,10,4498,0,0,0,0,1,0,0,1,0,1,0
3.0,1,197,5.0,10,2224,0,1,0,0,0,0,0,1,0,1,0
6.0,4,266,0.0,9,1253,0,0,0,0,1,0,1,0,0,1,0
4.0,5,262,0.0,10,1156,0,0,0,0,1,0,0,1,0,1,0
2.0,5,117,3.0,10,4268,0,0,0,1,0,0,0,1,1,0,0
0.0,4,226,2.0,8,5793,0,0,0,0,1,0,0,1,1,0,0
5.0,3,257,0.0,5,4183,0,0,0,1,0,0,0,1,0,0,1
4.0,1,182,3.0,49,3198,0,0,0,0,1,0,0,1,0,0,1
4.0,1,234,2.0,10,5164,0,0,1,0,0,0,0,1,0,0,1
7.0,1,289,4.0,4,1543,0,0,0,0,1,0,0,1,0,1,0
3.0,5,217,3.0,10,5433,0,0,0,1,0,0,0,1,0,0,1
5.0,3,274,5.0,7,1696,0,0,0,1,0,0,0,1,0,0,1
5.0,3,246,5.0,10,1185,0,0,1,0,0,0,0,1,0,1,0
3.0,2,204,2.0,8,4562,0,0,0,0,1,0,0,1,1,0,0
3.0,4,186,2.0,10,3447,0,0,0,0,1,1,0,0,0,1,0
0.0,2,146,7.0,9,5631,0,0,0,0,1,0,0,1,0,1,0
4.0,1,191,3.0,4,2724,0,1,0,0,0,0,0,1,0,1,0
6.0,4,284,4.0,7,1584,0,0,0,0,1,1,0,0,0,1,0
2.0,3,144,0.0,10,4075,0,0,1,0,0,0,0,1,0,1,0
4.0,2,252,3.0,10,4176,0,0,1,0,0,1,0,0,0,1,0
0.0,4,194,3.0,7,4565,0,0,0,1,0,0,0,1,0,0,1
6.0,3,251,5.0,10,4877,0,0,0,0,1,0,0,1,0,0,1
5.0,5,148,4.0,10,5909,1,0,0,0,0,0,1,0,0,0,1
0.0,4,226,7.0,9,3951,0,0,0,1,0,0,1,0,0,1,0
3.0,4,212,2.0,33,2021,1,0,0,0,0,1,0,0,0,1,0
0.0,2,255,3.0,8,4471,0,1,0,0,0,0,0,1,0,0,1
5.0,2,184,0.0,10,3276,0,0,0,0,1,0,0,1,0,0,1
0.0,1,255,4.0,10,1450,0,0,1,0,0,0,0,1,0,0,1
6.0,1,301,4.0,10,1200,0,1,0,0,0,1,0,0,0,1,0
0.0,4,159,2.0,10,4648,0,1,0,0,0,0,0,1,0,1,0
3.0,2,186,2.0,3,5712,0,0,1,0,0,0,1,0,0,0,1
4.0,4,239,5.0,6,1986,0,0,1,0,0,1,0,0,0,1,0
0.0,5,282,4.0,10,1035,0,0,1,0,0,0,0,1,0,1,0
3.0,3,252,2.0,1,5707,0,0,0,0,1,0,0,1,1,0,0
4.0,5,141,3.0,10,1672,0,1,0,0,0,1,0,0,0,0,1
0.0,5,237,2.0,10,4963,0,0,0,0,1,1,0,0,0,0,1
3.0,4,266,2.0,10,3798,1,0,0,0,0,0,0,1,1,0,0
0.0,1,172,0.0,24,1066,1,0,0,0,0,0,0,1,1,0,0
5.0,1,160,5.0,10,1526,1,0,0,0,0,0,0,1,0,0,1
4.0,3,170,2.0,10,1980,0,0,0,0,1,0,1,0,0,0,1
5.0,1,257,6.0,1,1150,0,0,0,0,1,0,0,1,0,1,0
0.0,4,151,0.0,10,4767,1,0,0,0,0,0,0,1,0,0,1
5.0,3,208,4.0,10,2419,1,0,0,0,0,0,0,1,0,0,1
3.0,2,247,3.0,3,4338,1,0,0,0,0,0,0,1,0,1,0
5.0,5,157,4.0,60,1407,0,0,0,0,1,0,0,1,0,0,1
0.0,2,173,2.0,9,4307,1,0,0,0,0,0,0,1,0,0,1
0.0,1,254,4.0,10,1279,1,0,0,0,0,0,0,1,0,0,1
6.0,2,274,4.0,10,1626,0,1,0,0,0,1,0,0,0,0,1
4.0,5,160,3.0,33,1837,0,1,0,0,0,0,0,1,0,1,0
7.0,2,277,5.0,7,1260,0,0,0,0,1,0,0,1,0,1,0
0.0,4,285,3.0,10,4768,0,0,0,0,1,0,1,0,0,1,0
5.0,1,237,5.0,10,1150,0,0,0,1,0,0,0,1,0,0,1
5.0,2,223,5.0,10,1883,0,0,0,1,0,1,0,0,0,0,1
5.0,1,114,4.0,10,3951,0,0,0,0,1,1,0,0,0,1,0
3.0,2,153,3.0,6,4056,1,0,0,0,0,0,0,1,0,0,1
5.0,5,269,5.0,4,1454,0,0,0,0,1,0,0,1,0,1,0
3.0,4,262,0.0,10,2424,0,0,1,0,0,0,0,1,0,1,0
0.0,3,277,4.0,6,1623,0,0,0,0,1,0,0,1,0,0,1
0.0,1,167,3.0,57,1782,0,0,0,0,1,0,0,1,0,1,0
0.0,2,259,6.0,10,1096,0,1,0,0,0,0,0,1,0,0,1
5.0,1,151,0.0,2,4172,1,0,0,0,0,0,0,1,0,0,1
4.0,4,272,2.0,10,4013,0,1,0,0,0,0,0,1,0,1,0
4.0,2,257,3.0,10,5772,1,0,0,0,0,0,0,1,0,0,1
0.0,3,169,3.0,10,4613,1,0,0,0,0,0,1,0,0,1,0
5.0,1,231,5.0,10,1418,0,0,0,0,1,0,0,1,0,1,0
4.0,3,196,3.0,8,5541,1,0,0,0,0,0,0,1,0,0,1
3.0,5,185,3.0,5,4317,0,0,0,0,1,0,0,1,0,0,1
4.0,3,270,5.0,3,1786,0,0,0,0,1,0,1,0,0,1,0
4.0,1,173,2.0,53,1251,1,0,0,0,0,0,0,1,0,0,1
0.0,3,304,4.0,3,1752,0,0,0,0,1,0,0,1,0,1,0
2.0,4,156,3.0,8,5668,0,0,0,1,0,0,1,0,0,0,1
6.0,4,197,5.0,4,5889,1,0,0,0,0,0,0,1,0,0,1
5.0,3,169,3.0,10,4289,0,0,0,1,0,0,0,1,0,1,0
5.0,1,291,4.0,3,1663,0,0,0,0,1,0,0,1,0,1,0
3.0,3,234,3.0,3,4187,1,0,0,0,0,0,0,1,0,0,1
3.0,3,246,3.0,45,3945,0,1,0,0,0,0,1,0,0,0,1
5.0,1,230,3.0,43,2994,1,0,0,0,0,0,0,1,0,1,0
0.0,5,309,4.0,6,1463,0,0,0,0,1,0,0,1,0,1,0
0.0,1,189,2.0,4,4122,0,0,0,1,0,1,0,0,0,0,1
0.0,1,146,0.0,10,1528,1,0,0,0,0,0,1,0,0,1,0
3.0,2,214,2.0,10,4512,1,0,0,0,0,0,0,1,0,0,1
0.0,1,226,5.0,3,1409,0,0,0,0,1,0,1,0,0,0,1
0.0,2,156,0.0,10,5637,1,0,0,0,0,0,0,1,0,0,1
4.0,5,268,3.0,10,3085,0,0,0,0,1,1,0,0,0,1,0
0.0,4,141,3.0,10,4289,0,0,1,0,0,0,0,1,0,1,0
0.0,2,251,0.0,10,4245,0,0,0,0,1,0,0,1,0,1,0
6.0,1,255,4.0,2,1385,0,0,0,0,1,0,1,0,0,1,0
4.0,1,253,3.0,31,3632,1,0,0,0,0,0,0,1,0,1,0
5.0,3,265,5.0,10,1929,0,0,1,0,0,0,0,1,0,0,1
2.0,1,108,3.0,4,5924,0,0,0,0,1,0,0,1,0,1,0
0.0,2,183,3.0,10,3646,1,0,0,0,0,0,0,1,0,0,1
3.0,5,257,0.0,19,2173,0,1,0,0,0,1,0,0,0,0,1
5.0,4,229,2.0,9,3667,0,1,0,0,0,0,0,1,0,0,1
3.0,4,204,3.0,10,3225,0,0,0,1,0,0,0,1,0,1,0
3.0,3,166,2.0,45,1791,0,0,0,0,1,0,0,1,0,1,0
3.0,5,233,3.0,10,5787,0,0,0,0,1,0,1,0,0,0,1
3.0,3,229,0.0,10,2339,0,0,1,0,0,0,0,1,0,1,0
5.0,1,151,6.0,2,4529,0,1,0,0,0,0,0,1,0,0,1
2.0,5,271,3.0,10,5775,1,0,0,0,0,0,0,1,0,1,0
5.0,1,186,2.0,10,3981,0,0,0,1,0,0,0,1,0,1,0
3.0,4,209,3.0,10,2240,0,1,0,0,0,0,0,1,0,0,1
3.0,5,274,3.0,10,3951,0,0,0,1,0,0,0,1,0,0,1
4.0,3,225,2.0,10,4732,0,1,0,0,0,0,0,1,1,0,0
3.0,1,175,2.0,42,1668,0,1,0,0,0,0,1,0,0,1,0
4.0,4,204,3.0,10,5614,0,1,0,0,0,0,1,0,0,0,1
3.0,2,178,3.0,5,5686,0,1,0,0,0,0,0,1,0,1,0
0.0,5,290,4.0,10,1463,0,0,0,1,0,0,0,1,0,0,1
2.0,3,160,4.0,10,1850,0,0,0,0,1,0,1,0,0,1,0
5.0,4,143,2.0,1,5872,0,0,0,0,1,0,1,0,0,1,0
3.0,1,164,2.0,2,1104,1,0,0,0,0,0,0,1,0,1,0
3.0,5,236,2.0,10,5755,0,1,0,0,0,0,0,1,0,1,0
5.0,5,257,4.0,31,2040,0,1,0,0,0,0,0,1,0,0,1
0.0,1,221,0.0,10,5696,0,0,0,1,0,0,0,1,0,0,1
3.0,5,151,6.0,8,4692,0,0,1,0,0,0,0,1,0,1,0
2.0,4,198,3.0,37,2555,1,0,0,0,0,0,0,1,0,1,0
3.0,3,218,0.0,10,1883,0,0,0,0,1,0,0,1,0,0,1
4.0,5,253,2.0,43,2589,0,0,1,0,0,0,0,1,0,0,1
5.0,3,218,5.0,10,1278,0,0,0,0,1,0,0,1,0,1,0
0.0,2,190,3.0,51,3951,0,0,1,0,0,1,0,0,0,1,0
4.0,1,184,3.0,10,3081,1,0,0,0,0,0,0,1,1,0,0
4.0,5,138,3.0,64,1708,0,0,1,0,0,0,0,1,0,1,0
3.0,3,177,3.0,10,5374,0,0,0,0,1,0,0,1,0,0,1
3.0,3,213,6.0,17,3951,1,0,0,0,0,0,0,1,0,1,0
4.0,2,225,2.0,10,5241,0,0,0,1,0,0,1,0,0,0,1
5.0,1,151,0.0,9,4895,0,0,1,0,0,0,1,0,0,1,0
3.0,3,151,3.0,24,3951,0,1,0,0,0,0,1,0,0,1,0
0.0,3,230,0.0,10,4844,1,0,0,0,0,0,0,1,0,0,1
0.0,5,273,2.0,10,4236,1,0,0,0,0,0,0,1,1,0,0
4.0,2,238,3.0,3,5265,1,0,0,0,0,1,0,0,0,1,0
3.0,4,210,0.0,35,3951,0,0,0,1,0,0,0,1,0,1,0
5.0,3,177,3.0,10,1916,1,0,0,0,0,0,0,1,0,1,0
0.0,4,135,0.0,10,5834,0,0,0,1,0,0,0,1,0,1,0
5.0,1,182,2.0,6,4121,0,0,1,0,0,0,0,1,0,1,0
3.0,1,267,3.0,5,5528,1,0,0,0,0,1,0,0,0,1,0
3.0,2,141,4.0,9,1909,1,0,0,0,0,0,0,1,0,1,0
3.0,3,157,4.0,7,4487,0,0,0,0,1,0,1,0,0,0,1
0.0,4,223,3.0,7,5336,0,0,0,1,0,0,0,1,0,1,0
0.0,5,113,3.0,10,4053,0,0,0,0,1,0,0,1,0,0,1
4.0,3,217,3.0,51,3144,0,0,0,0,1,1,0,0,0,1,0
4.0,2,145,3.0,10,5823,0,1,0,0,0,0,0,1,0,0,1
0.0,2,254,0.0,37,3951,0,0,0,1,0,0,0,1,1,0,0
0.0,5,271,2.0,6,4788,1,0,0,0,0,0,0,1,0,0,1
4.0,3,190,4.0,10,4102,0,0,1,0,0,0,0,1,0,0,1
4.0,2,148,2.0,10,4651,1,0,0,0,0,0,0,1,0,0,1
6.0,4,230,4.0,10,4736,0,0,0,0,1,0,0,1,0,1,0
0.0,3,232,5.0,10,1835,0,1,0,0,0,0,0,1,0,1,0
2.0,4,180,0.0,10,4321,0,1,0,0,0,1,0,0,0,1,0
0.0,5,282,5.0,10,1173,0,0,0,1,0,0,0,1,0,1,0
4.0,5,169,4.0,6,4168,0,0,0,1,0,0,1,0,0,1,0
3.0,2,136,0.0,10,4002,0,1,0,0,0,0,1,0,1,0,0
4.0,5,295,0.0,10,1693,1,0,0,0,0,0,0,1,0,1,0
3.0,3,230,0.0,10,4018,1,0,0,0,0,0,0,1,0,1,0
4.0,3,135,3.0,11,1322,1,0,0,0,0,0,0,1,0,0,1
3.0,3,199,3.0,7,5258,0,0,0,1,0,0,0,1,0,1,0
5.0,4,239,5.0,10,1042,0,1,0,0,0,0,1,0,0,1,0
4.0,4,182,2.0,10,3332,0,1,0,0,0,0,0,1,0,1,0
0.0,3,174,3.0,2,4069,0,0,0,0,1,0,0,1,0,0,1
0.0,5,247,3.0,10,4966,0,1,0,0,0,0,0,1,0,0,1
3.0,3,185,4.0,10,4015,0,1,0,0,0,1,0,0,0,1,0
6.0,3,260,4.0,10,1140,0,0,0,1,0,0,0,1,0,1,0
3.0,2,229,3.0,10,4447,0,0,0,1,0,0,0,1,0,1,0
0.0,2,190,2.0,10,4075,0,0,0,0,1,0,1,0,0,0,1
4.0,2,265,6.0,10,1391,0,1,0,0,0,0,0,1,0,1,0
4.0,5,170,3.0,9,1138,0,0,0,0,1,0,0,1,0,1,0
5.0,2,232,6.0,10,1540,0,1,0,0,0,0,0,1,0,0,1
3.0,1,200,2.0,10,4337,0,0,0,0,1,1,0,0,0,0,1
4.0,2,165,2.0,11,3951,1,0,0,0,0,0,0,1,1,0,0
0.0,5,150,0.0,16,1738,1,0,0,0,0,0,0,1,0,1,0
4.0,2,239,4.0,10,4039,0,0,0,0,1,0,0,1,0,0,1
5.0,1,267,0.0,3,1194,0,0,0,0,1,0,1,0,0,0,1
5.0,2,256,7.0,10,2758,1,0,0,0,0,0,0,1,0,1,0
7.0,1,302,4.0,4,1647,1,0,0,0,0,0,0,1,0,1,0
0.0,2,252,3.0,10,4262,0,0,1,0,0,0,0,1,0,0,1
4.0,4,246,3.0,5,5029,0,0,0,0,1,0,0,1,0,0,1
3.0,4,179,4.0,10,1004,1,0,0,0,0,0,0,1,0,1,0
0.0,1,212,2.0,7,5864,0,1,0,0,0,0,0,1,0,0,1
5.0,5,196,3.0,10,4084,0,0,0,1,0,0,0,1,0,0,1
0.0,1,270,2.0,10,5360,0,1,0,0,0,0,0,1,1,0,0
2.0,5,233,3.0,9,4751,0,0,1,0,0,0,1,0,0,1,0
0.0,3,184,3.0,19,2774,0,0,0,1,0,0,0,1,0,0,1
3.0,5,199,2.0,46,3951,0,0,1,0,0,0,0,1,0,1,0
5.0,2,266,2.0,3,4030,1,0,0,0,0,0,0,1,0,1,0
4.0,3,225,5.0,10,1224,1,0,0,0,0,0,1,0,0,0,1
5.0,1,139,3.0,1,5953,0,0,0,0,1,0,1,0,0,0,1
7.0,3,307,4.0,10,1589,0,0,0,0,1,0,1,0,0,1,0
6.0,2,248,4.0,10,3951,0,0,0,0,1,0,0,1,0,1,0
4.0,1,271,2.0,8,2401,0,0,0,0,1,0,0,1,0,0,1
5.0,5,234,0.0,10,2443,0,0,0,1,0,1,0,0,0,0,1
4.0,2,242,6.0,10,1531,0,0,0,0,1,0,1,0,0,1,0
4.0,3,171,3.0,10,4826,0,0,0,0,1,0,1,0,0,0,1
4.0,5,253,3.0,10,5402,0,0,1,0,0,0,0,1,0,1,0
3.0,3,234,3.0,8,2334,0,1,0,0,0,0,0,1,0,0,1
3.0,4,240,3.0,8,4410,0,0,0,1,0,0,0,1,0,0,1
4.0,5,270,4.0,10,1818,0,0,0,1,0,0,0,1,0,1,0
4.0,4,273,3.0,3,5749,0,0,0,0,1,0,0,1,0,1,0
4.0,5,162,2.0,64,1918,0,0,0,1,0,0,0,1,0,0,1
5.0,3,144,0.0,35,1009,1,0,0,0,0,0,1,0,0,0,1
4.0,3,262,0.0,9,4404,0,0,1,0,0,0,0,1,0,1,0
6.0,4,270,4.0,10,1199,0,0,0,1,0,0,0,1,0,1,0
4.0,2,204,8.0,10,4038,0,0,1,0,0,0,0,1,0,1,0
3.0,1,170,0.0,10,5662,0,0,0,0,1,0,0,1,0,1,0
4.0,3,252,3.0,10,5802,0,0,0,0,1,0,0,1,0,0,1
0.0,3,246,2.0,6,4908,1,0,0,0,0,0,0,1,0,1,0
3.0,1,167,3.0,10,5943,0,0,0,1,0,0,0,1,0,1,0
